TG 48:10_OZONE_DB_Position_N4	804.7->844.8
TG 48:10_OZONE_DB_Position_N5	804.7->858.8
TG 48:10_OZONE_DB_Position_N6	804.7->872.8
TG 48:10_OZONE_DB_Position_N7	804.7->886.8
TG 48:10_OZONE_DB_Position_N8	804.7->900.8
TG 48:10_OZONE_DB_Position_N9	804.7->914.8
TG 48:10_OZONE_DB_Position_N10	804.7->928.9
TG 48:10_OZONE_DB_Position_N11	804.7->942.9
TG 48:10_OZONE_DB_Position_N12	804.7->956.9
TG 48:10_OZONE_DB_Position_N13	804.7->970.9
TG 48:10_OZONE_DB_Position_N14	804.7->984.9
TG 48:10_OZONE_DB_Position_N15	804.7->998.9
TG 48:10_OZONE_DB_Position_N16	804.7->1012.9
TG 48:10_OZONE_DB_Position_N17	804.7->1027
TG 49:1	836.8->537.6
TG 49:1_OZONE_DB_Position_N1	836.8->834.8
TG 49:1_OZONE_DB_Position_N2	836.8->848.8
TG 49:1_OZONE_DB_Position_N3	836.8->862.8
TG 49:1_OZONE_DB_Position_N4	836.8->876.8
TG 49:1_OZONE_DB_Position_N5	836.8->890.9
TG 49:1_OZONE_DB_Position_N6	836.8->904.9
TG 49:1_OZONE_DB_Position_N7	836.8->918.9
TG 49:1_OZONE_DB_Position_N8	836.8->932.9
TG 49:1_OZONE_DB_Position_N9	836.8->946.9
TG 49:1_OZONE_DB_Position_N10	836.8->960.9
TG 49:1_OZONE_DB_Position_N11	836.8->974.9
TG 49:1_OZONE_DB_Position_N12	836.8->989
TG 49:1_OZONE_DB_Position_N13	836.8->1003
TG 49:1_OZONE_DB_Position_N14	836.8->1017
TG 49:1_OZONE_DB_Position_N15	836.8->1031
TG 49:1_OZONE_DB_Position_N16	836.8->1045
TG 49:1_OZONE_DB_Position_N17	836.8->1059
TG 49:2	834.8->535.6
TG 49:2_OZONE_DB_Position_N1	834.8->832.8
TG 49:2_OZONE_DB_Position_N2	834.8->846.8
TG 49:2_OZONE_DB_Position_N3	834.8->860.8
TG 49:2_OZONE_DB_Position_N4	834.8->874.8
TG 49:2_OZONE_DB_Position_N5	834.8->888.8
TG 49:2_OZONE_DB_Position_N6	834.8->902.9
TG 49:2_OZONE_DB_Position_N7	834.8->916.9
TG 49:2_OZONE_DB_Position_N8	834.8->930.9
TG 49:2_OZONE_DB_Position_N9	834.8->944.9
TG 49:2_OZONE_DB_Position_N10	834.8->958.9
TG 49:2_OZONE_DB_Position_N11	834.8->972.9
TG 49:2_OZONE_DB_Position_N12	834.8->986.9
TG 49:2_OZONE_DB_Position_N13	834.8->1001
TG 49:2_OZONE_DB_Position_N14	834.8->1015
TG 49:2_OZONE_DB_Position_N15	834.8->1029
TG 49:2_OZONE_DB_Position_N16	834.8->1043
TG 49:2_OZONE_DB_Position_N17	834.8->1057
TG 49:3	832.7->533.5
TG 49:3_OZONE_DB_Position_N1	832.7->830.8
TG 49:3_OZONE_DB_Position_N2	832.7->844.8
TG 49:3_OZONE_DB_Position_N3	832.7->858.8
TG 49:3_OZONE_DB_Position_N4	832.7->872.8
TG 49:3_OZONE_DB_Position_N5	832.7->886.8
TG 49:3_OZONE_DB_Position_N6	832.7->900.8
TG 49:3_OZONE_DB_Position_N7	832.7->914.9
TG 49:3_OZONE_DB_Position_N8	832.7->928.9
TG 49:3_OZONE_DB_Position_N9	832.7->942.9
TG 49:3_OZONE_DB_Position_N10	832.7->956.9
TG 49:3_OZONE_DB_Position_N11	832.7->970.9
TG 49:3_OZONE_DB_Position_N12	832.7->984.9
TG 49:3_OZONE_DB_Position_N13	832.7->998.9
TG 49:3_OZONE_DB_Position_N14	832.7->1013
TG 49:3_OZONE_DB_Position_N15	832.7->1027
TG 49:3_OZONE_DB_Position_N16	832.7->1041
TG 49:3_OZONE_DB_Position_N17	832.7->1055
TG 49:4	830.7->531.5
TG 49:4_OZONE_DB_Position_N1	830.7->828.7
TG 49:4_OZONE_DB_Position_N2	830.7->842.7
TG 49:4_OZONE_DB_Position_N3	830.7->856.8
TG 49:4_OZONE_DB_Position_N4	830.7->870.8
TG 49:4_OZONE_DB_Position_N5	830.7->884.8
TG 49:4_OZONE_DB_Position_N6	830.7->898.8
TG 49:4_OZONE_DB_Position_N7	830.7->912.8
TG 49:4_OZONE_DB_Position_N8	830.7->926.9
TG 49:4_OZONE_DB_Position_N9	830.7->940.9
TG 49:4_OZONE_DB_Position_N10	830.7->954.9
TG 49:4_OZONE_DB_Position_N11	830.7->968.9
TG 49:4_OZONE_DB_Position_N12	830.7->982.9
TG 49:4_OZONE_DB_Position_N13	830.7->996.9
TG 49:4_OZONE_DB_Position_N14	830.7->1010.9
TG 49:4_OZONE_DB_Position_N15	830.7->1025
TG 49:4_OZONE_DB_Position_N16	830.7->1039
TG 49:4_OZONE_DB_Position_N17	830.7->1053
TG 49:5	828.7->529.5
TG 49:5_OZONE_DB_Position_N1	828.7->826.7
TG 49:5_OZONE_DB_Position_N2	828.7->840.7
TG 49:5_OZONE_DB_Position_N3	828.7->854.8
TG 49:5_OZONE_DB_Position_N4	828.7->868.8
TG 49:5_OZONE_DB_Position_N5	828.7->882.8
TG 49:5_OZONE_DB_Position_N6	828.7->896.8
TG 49:5_OZONE_DB_Position_N7	828.7->910.8
TG 49:5_OZONE_DB_Position_N8	828.7->924.8
TG 49:5_OZONE_DB_Position_N9	828.7->938.9
TG 49:5_OZONE_DB_Position_N10	828.7->952.9
TG 49:5_OZONE_DB_Position_N11	828.7->966.9
TG 49:5_OZONE_DB_Position_N12	828.7->980.9
TG 49:5_OZONE_DB_Position_N13	828.7->994.9
TG 49:5_OZONE_DB_Position_N14	828.7->1008.9
TG 49:5_OZONE_DB_Position_N15	828.7->1022.9
TG 49:5_OZONE_DB_Position_N16	828.7->1037
TG 49:5_OZONE_DB_Position_N17	828.7->1051
TG 49:6	826.7->527.5
TG 49:6_OZONE_DB_Position_N1	826.7->824.7
TG 49:6_OZONE_DB_Position_N2	826.7->838.7
TG 49:6_OZONE_DB_Position_N3	826.7->852.8
TG 49:6_OZONE_DB_Position_N4	826.7->866.8
TG 49:6_OZONE_DB_Position_N5	826.7->880.8
TG 49:6_OZONE_DB_Position_N6	826.7->894.8
TG 49:6_OZONE_DB_Position_N7	826.7->908.8
TG 49:6_OZONE_DB_Position_N8	826.7->922.8
TG 49:6_OZONE_DB_Position_N9	826.7->936.9
TG 49:6_OZONE_DB_Position_N10	826.7->950.9
TG 49:6_OZONE_DB_Position_N11	826.7->964.9
TG 49:6_OZONE_DB_Position_N12	826.7->978.9
TG 49:6_OZONE_DB_Position_N13	826.7->992.9
TG 49:6_OZONE_DB_Position_N14	826.7->1006.9
TG 49:6_OZONE_DB_Position_N15	826.7->1020.9
TG 49:6_OZONE_DB_Position_N16	826.7->1035
TG 49:6_OZONE_DB_Position_N17	826.7->1049
TG 49:7	824.7->525.5
TG 49:7_OZONE_DB_Position_N1	824.7->822.7
TG 49:7_OZONE_DB_Position_N2	824.7->836.7
TG 49:7_OZONE_DB_Position_N3	824.7->850.8
TG 49:7_OZONE_DB_Position_N4	824.7->864.8
TG 49:7_OZONE_DB_Position_N5	824.7->878.8
TG 49:7_OZONE_DB_Position_N6	824.7->892.8
TG 49:7_OZONE_DB_Position_N7	824.7->906.8
TG 49:7_OZONE_DB_Position_N8	824.7->920.8
TG 49:7_OZONE_DB_Position_N9	824.7->934.9
TG 49:7_OZONE_DB_Position_N10	824.7->948.9
TG 49:7_OZONE_DB_Position_N11	824.7->962.9
TG 49:7_OZONE_DB_Position_N12	824.7->976.9
TG 49:7_OZONE_DB_Position_N13	824.7->990.9
TG 49:7_OZONE_DB_Position_N14	824.7->1004.9
TG 49:7_OZONE_DB_Position_N15	824.7->1018.9
TG 49:7_OZONE_DB_Position_N16	824.7->1033
TG 49:7_OZONE_DB_Position_N17	824.7->1047
TG 49:8	822.7->523.5
TG 49:8_OZONE_DB_Position_N1	822.7->820.7
TG 49:8_OZONE_DB_Position_N2	822.7->834.7
TG 49:8_OZONE_DB_Position_N3	822.7->848.8
TG 49:8_OZONE_DB_Position_N4	822.7->862.8
TG 49:8_OZONE_DB_Position_N5	822.7->876.8
TG 49:8_OZONE_DB_Position_N6	822.7->890.8
TG 49:8_OZONE_DB_Position_N7	822.7->904.8
TG 49:8_OZONE_DB_Position_N8	822.7->918.8
TG 49:8_OZONE_DB_Position_N9	822.7->932.9
TG 49:8_OZONE_DB_Position_N10	822.7->946.9
TG 49:8_OZONE_DB_Position_N11	822.7->960.9
TG 49:8_OZONE_DB_Position_N12	822.7->974.9
TG 49:8_OZONE_DB_Position_N13	822.7->988.9
TG 49:8_OZONE_DB_Position_N14	822.7->1002.9
TG 49:8_OZONE_DB_Position_N15	822.7->1016.9
TG 49:8_OZONE_DB_Position_N16	822.7->1031
TG 49:8_OZONE_DB_Position_N17	822.7->1045
TG 49:9	820.7->521.5
TG 49:9_OZONE_DB_Position_N1	820.7->818.7
TG 49:9_OZONE_DB_Position_N2	820.7->832.7
TG 49:9_OZONE_DB_Position_N3	820.7->846.8
TG 49:9_OZONE_DB_Position_N4	820.7->860.8
TG 49:9_OZONE_DB_Position_N5	820.7->874.8
TG 49:9_OZONE_DB_Position_N6	820.7->888.8
TG 49:9_OZONE_DB_Position_N7	820.7->902.8
TG 49:9_OZONE_DB_Position_N8	820.7->916.8
TG 49:9_OZONE_DB_Position_N9	820.7->930.9
TG 49:9_OZONE_DB_Position_N10	820.7->944.9
TG 49:9_OZONE_DB_Position_N11	820.7->958.9
TG 49:9_OZONE_DB_Position_N12	820.7->972.9
TG 49:9_OZONE_DB_Position_N13	820.7->986.9
TG 49:9_OZONE_DB_Position_N14	820.7->1000.9
TG 49:9_OZONE_DB_Position_N15	820.7->1014.9
TG 49:9_OZONE_DB_Position_N16	820.7->1029
TG 49:9_OZONE_DB_Position_N17	820.7->1043
TG 49:10	818.7->519.5
TG 49:10_OZONE_DB_Position_N1	818.7->816.7
TG 49:10_OZONE_DB_Position_N2	818.7->830.7
TG 49:10_OZONE_DB_Position_N3	818.7->844.8
TG 49:10_OZONE_DB_Position_N4	818.7->858.8
TG 49:10_OZONE_DB_Position_N5	818.7->872.8
TG 49:10_OZONE_DB_Position_N6	818.7->886.8
TG 49:10_OZONE_DB_Position_N7	818.7->900.8
TG 49:10_OZONE_DB_Position_N8	818.7->914.8
TG 49:10_OZONE_DB_Position_N9	818.7->928.9
TG 49:10_OZONE_DB_Position_N10	818.7->942.9
TG 49:10_OZONE_DB_Position_N11	818.7->956.9
TG 49:10_OZONE_DB_Position_N12	818.7->970.9
TG 49:10_OZONE_DB_Position_N13	818.7->984.9
TG 49:10_OZONE_DB_Position_N14	818.7->998.9
TG 49:10_OZONE_DB_Position_N15	818.7->1012.9
TG 49:10_OZONE_DB_Position_N16	818.7->1027
TG 49:10_OZONE_DB_Position_N17	818.7->1041
TG 50:1	850.8->551.6
TG 50:1_OZONE_DB_Position_N1	850.8->848.8
TG 50:1_OZONE_DB_Position_N2	850.8->862.8
TG 50:1_OZONE_DB_Position_N3	850.8->876.8
TG 50:1_OZONE_DB_Position_N4	850.8->890.9
TG 50:1_OZONE_DB_Position_N5	850.8->904.9
TG 50:1_OZONE_DB_Position_N6	850.8->918.9
TG 50:1_OZONE_DB_Position_N7	850.8->932.9
TG 50:1_OZONE_DB_Position_N8	850.8->946.9
TG 50:1_OZONE_DB_Position_N9	850.8->960.9
TG 50:1_OZONE_DB_Position_N10	850.8->974.9
TG 50:1_OZONE_DB_Position_N11	850.8->989
TG 50:1_OZONE_DB_Position_N12	850.8->1003
TG 50:1_OZONE_DB_Position_N13	850.8->1017
TG 50:1_OZONE_DB_Position_N14	850.8->1031
TG 50:1_OZONE_DB_Position_N15	850.8->1045
TG 50:1_OZONE_DB_Position_N16	850.8->1059
TG 50:1_OZONE_DB_Position_N17	850.8->1073.1
TG 50:2	848.8->549.6
TG 50:2_OZONE_DB_Position_N1	848.8->846.8
TG 50:2_OZONE_DB_Position_N2	848.8->860.8
TG 50:2_OZONE_DB_Position_N3	848.8->874.8
TG 50:2_OZONE_DB_Position_N4	848.8->888.8
TG 50:2_OZONE_DB_Position_N5	848.8->902.9
TG 50:2_OZONE_DB_Position_N6	848.8->916.9
TG 50:2_OZONE_DB_Position_N7	848.8->930.9
TG 50:2_OZONE_DB_Position_N8	848.8->944.9
TG 50:2_OZONE_DB_Position_N9	848.8->958.9
TG 50:2_OZONE_DB_Position_N10	848.8->972.9
TG 50:2_OZONE_DB_Position_N11	848.8->986.9
TG 50:2_OZONE_DB_Position_N12	848.8->1001
TG 50:2_OZONE_DB_Position_N13	848.8->1015
TG 50:2_OZONE_DB_Position_N14	848.8->1029
TG 50:2_OZONE_DB_Position_N15	848.8->1043
TG 50:2_OZONE_DB_Position_N16	848.8->1057
TG 50:2_OZONE_DB_Position_N17	848.8->1071
TG 50:3	846.8->547.6
TG 50:3_OZONE_DB_Position_N1	846.8->844.8
TG 50:3_OZONE_DB_Position_N2	846.8->858.8
TG 50:3_OZONE_DB_Position_N3	846.8->872.8
TG 50:3_OZONE_DB_Position_N4	846.8->886.8
TG 50:3_OZONE_DB_Position_N5	846.8->900.8
TG 50:3_OZONE_DB_Position_N6	846.8->914.9
TG 50:3_OZONE_DB_Position_N7	846.8->928.9
TG 50:3_OZONE_DB_Position_N8	846.8->942.9
TG 50:3_OZONE_DB_Position_N9	846.8->956.9
TG 50:3_OZONE_DB_Position_N10	846.8->970.9
TG 50:3_OZONE_DB_Position_N11	846.8->984.9
TG 50:3_OZONE_DB_Position_N12	846.8->998.9
TG 50:3_OZONE_DB_Position_N13	846.8->1013
TG 50:3_OZONE_DB_Position_N14	846.8->1027
TG 50:3_OZONE_DB_Position_N15	846.8->1041
TG 50:3_OZONE_DB_Position_N16	846.8->1055
TG 50:3_OZONE_DB_Position_N17	846.8->1069
TG 50:4	844.7->545.5
TG 50:4_OZONE_DB_Position_N1	844.7->842.8
TG 50:4_OZONE_DB_Position_N2	844.7->856.8
TG 50:4_OZONE_DB_Position_N3	844.7->870.8
TG 50:4_OZONE_DB_Position_N4	844.7->884.8
TG 50:4_OZONE_DB_Position_N5	844.7->898.8
TG 50:4_OZONE_DB_Position_N6	844.7->912.8
TG 50:4_OZONE_DB_Position_N7	844.7->926.9
TG 50:4_OZONE_DB_Position_N8	844.7->940.9
TG 50:4_OZONE_DB_Position_N9	844.7->954.9
TG 50:4_OZONE_DB_Position_N10	844.7->968.9
TG 50:4_OZONE_DB_Position_N11	844.7->982.9
TG 50:4_OZONE_DB_Position_N12	844.7->996.9
TG 50:4_OZONE_DB_Position_N13	844.7->1010.9
TG 50:4_OZONE_DB_Position_N14	844.7->1025
TG 50:4_OZONE_DB_Position_N15	844.7->1039
TG 50:4_OZONE_DB_Position_N16	844.7->1053
TG 50:4_OZONE_DB_Position_N17	844.7->1067
TG 50:5	842.7->543.5
TG 50:5_OZONE_DB_Position_N1	842.7->840.7
TG 50:5_OZONE_DB_Position_N2	842.7->854.7
TG 50:5_OZONE_DB_Position_N3	842.7->868.8
TG 50:5_OZONE_DB_Position_N4	842.7->882.8
TG 50:5_OZONE_DB_Position_N5	842.7->896.8
TG 50:5_OZONE_DB_Position_N6	842.7->910.8
TG 50:5_OZONE_DB_Position_N7	842.7->924.8
TG 50:5_OZONE_DB_Position_N8	842.7->938.9
TG 50:5_OZONE_DB_Position_N9	842.7->952.9
TG 50:5_OZONE_DB_Position_N10	842.7->966.9
TG 50:5_OZONE_DB_Position_N11	842.7->980.9
TG 50:5_OZONE_DB_Position_N12	842.7->994.9
TG 50:5_OZONE_DB_Position_N13	842.7->1008.9
TG 50:5_OZONE_DB_Position_N14	842.7->1022.9
TG 50:5_OZONE_DB_Position_N15	842.7->1037
TG 50:5_OZONE_DB_Position_N16	842.7->1051
TG 50:5_OZONE_DB_Position_N17	842.7->1065
TG 50:6	840.7->541.5
TG 50:6_OZONE_DB_Position_N1	840.7->838.7
TG 50:6_OZONE_DB_Position_N2	840.7->852.7
TG 50:6_OZONE_DB_Position_N3	840.7->866.8
TG 50:6_OZONE_DB_Position_N4	840.7->880.8
TG 50:6_OZONE_DB_Position_N5	840.7->894.8
TG 50:6_OZONE_DB_Position_N6	840.7->908.8
TG 50:6_OZONE_DB_Position_N7	840.7->922.8
TG 50:6_OZONE_DB_Position_N8	840.7->936.9
TG 50:6_OZONE_DB_Position_N9	840.7->950.9
TG 50:6_OZONE_DB_Position_N10	840.7->964.9
TG 50:6_OZONE_DB_Position_N11	840.7->978.9
TG 50:6_OZONE_DB_Position_N12	840.7->992.9
TG 50:6_OZONE_DB_Position_N13	840.7->1006.9
TG 50:6_OZONE_DB_Position_N14	840.7->1020.9
TG 50:6_OZONE_DB_Position_N15	840.7->1035
TG 50:6_OZONE_DB_Position_N16	840.7->1049
TG 50:6_OZONE_DB_Position_N17	840.7->1063
TG 50:7	838.7->539.5
TG 50:7_OZONE_DB_Position_N1	838.7->836.7
TG 50:7_OZONE_DB_Position_N2	838.7->850.7
TG 50:7_OZONE_DB_Position_N3	838.7->864.8
TG 50:7_OZONE_DB_Position_N4	838.7->878.8
TG 50:7_OZONE_DB_Position_N5	838.7->892.8
TG 50:7_OZONE_DB_Position_N6	838.7->906.8
TG 50:7_OZONE_DB_Position_N7	838.7->920.8
TG 50:7_OZONE_DB_Position_N8	838.7->934.9
TG 50:7_OZONE_DB_Position_N9	838.7->948.9
TG 50:7_OZONE_DB_Position_N10	838.7->962.9
TG 50:7_OZONE_DB_Position_N11	838.7->976.9
TG 50:7_OZONE_DB_Position_N12	838.7->990.9
TG 50:7_OZONE_DB_Position_N13	838.7->1004.9
TG 50:7_OZONE_DB_Position_N14	838.7->1018.9
TG 50:7_OZONE_DB_Position_N15	838.7->1033
TG 50:7_OZONE_DB_Position_N16	838.7->1047
TG 50:7_OZONE_DB_Position_N17	838.7->1061
TG 50:8	836.7->537.5
TG 50:8_OZONE_DB_Position_N1	836.7->834.7
TG 50:8_OZONE_DB_Position_N2	836.7->848.7
TG 50:8_OZONE_DB_Position_N3	836.7->862.8
TG 50:8_OZONE_DB_Position_N4	836.7->876.8
TG 50:8_OZONE_DB_Position_N5	836.7->890.8
TG 50:8_OZONE_DB_Position_N6	836.7->904.8
TG 50:8_OZONE_DB_Position_N7	836.7->918.8
TG 50:8_OZONE_DB_Position_N8	836.7->932.9
TG 50:8_OZONE_DB_Position_N9	836.7->946.9
TG 50:8_OZONE_DB_Position_N10	836.7->960.9
TG 50:8_OZONE_DB_Position_N11	836.7->974.9
TG 50:8_OZONE_DB_Position_N12	836.7->988.9
TG 50:8_OZONE_DB_Position_N13	836.7->1002.9
TG 50:8_OZONE_DB_Position_N14	836.7->1016.9
TG 50:8_OZONE_DB_Position_N15	836.7->1031
TG 50:8_OZONE_DB_Position_N16	836.7->1045
TG 50:8_OZONE_DB_Position_N17	836.7->1059
TG 50:9	834.7->535.5
TG 50:9_OZONE_DB_Position_N1	834.7->832.7
TG 50:9_OZONE_DB_Position_N2	834.7->846.7
TG 50:9_OZONE_DB_Position_N3	834.7->860.8
TG 50:9_OZONE_DB_Position_N4	834.7->874.8
TG 50:9_OZONE_DB_Position_N5	834.7->888.8
TG 50:9_OZONE_DB_Position_N6	834.7->902.8
TG 50:9_OZONE_DB_Position_N7	834.7->916.8
TG 50:9_OZONE_DB_Position_N8	834.7->930.9
TG 50:9_OZONE_DB_Position_N9	834.7->944.9
TG 50:9_OZONE_DB_Position_N10	834.7->958.9
TG 50:9_OZONE_DB_Position_N11	834.7->972.9
TG 50:9_OZONE_DB_Position_N12	834.7->986.9
TG 50:9_OZONE_DB_Position_N13	834.7->1000.9
TG 50:9_OZONE_DB_Position_N14	834.7->1014.9
TG 50:9_OZONE_DB_Position_N15	834.7->1029
TG 50:9_OZONE_DB_Position_N16	834.7->1043
TG 50:9_OZONE_DB_Position_N17	834.7->1057
TG 50:10	832.7->533.5
TG 50:10_OZONE_DB_Position_N1	832.7->830.7
TG 50:10_OZONE_DB_Position_N2	832.7->844.7
TG 50:10_OZONE_DB_Position_N3	832.7->858.8
TG 50:10_OZONE_DB_Position_N4	832.7->872.8
TG 50:10_OZONE_DB_Position_N5	832.7->886.8
TG 50:10_OZONE_DB_Position_N6	832.7->900.8
TG 50:10_OZONE_DB_Position_N7	832.7->914.8
TG 50:10_OZONE_DB_Position_N8	832.7->928.9
TG 50:10_OZONE_DB_Position_N9	832.7->942.9
TG 50:10_OZONE_DB_Position_N10	832.7->956.9
TG 50:10_OZONE_DB_Position_N11	832.7->970.9
TG 50:10_OZONE_DB_Position_N12	832.7->984.9
TG 50:10_OZONE_DB_Position_N13	832.7->998.9
TG 50:10_OZONE_DB_Position_N14	832.7->1012.9
TG 50:10_OZONE_DB_Position_N15	832.7->1027
TG 50:10_OZONE_DB_Position_N16	832.7->1041
TG 50:10_OZONE_DB_Position_N17	832.7->1055
TG 51:1	864.8->565.6
TG 51:1_OZONE_DB_Position_N1	864.8->862.8
TG 51:1_OZONE_DB_Position_N2	864.8->876.8
TG 51:1_OZONE_DB_Position_N3	864.8->890.9
TG 51:1_OZONE_DB_Position_N4	864.8->904.9
TG 51:1_OZONE_DB_Position_N5	864.8->918.9
TG 51:1_OZONE_DB_Position_N6	864.8->932.9
TG 51:1_OZONE_DB_Position_N7	864.8->946.9
TG 51:1_OZONE_DB_Position_N8	864.8->960.9
TG 51:1_OZONE_DB_Position_N9	864.8->974.9
TG 51:1_OZONE_DB_Position_N10	864.8->989
TG 51:1_OZONE_DB_Position_N11	864.8->1003
TG 51:1_OZONE_DB_Position_N12	864.8->1017
TG 51:1_OZONE_DB_Position_N13	864.8->1031
TG 51:1_OZONE_DB_Position_N14	864.8->1045
TG 51:1_OZONE_DB_Position_N15	864.8->1059
TG 51:1_OZONE_DB_Position_N16	864.8->1073.1
TG 51:1_OZONE_DB_Position_N17	864.8->1087.1
TG 51:2	862.8->563.6
TG 51:2_OZONE_DB_Position_N1	862.8->860.8
TG 51:2_OZONE_DB_Position_N2	862.8->874.8
TG 51:2_OZONE_DB_Position_N3	862.8->888.8
TG 51:2_OZONE_DB_Position_N4	862.8->902.9
TG 51:2_OZONE_DB_Position_N5	862.8->916.9
TG 51:2_OZONE_DB_Position_N6	862.8->930.9
TG 51:2_OZONE_DB_Position_N7	862.8->944.9
TG 51:2_OZONE_DB_Position_N8	862.8->958.9
TG 51:2_OZONE_DB_Position_N9	862.8->972.9
TG 51:2_OZONE_DB_Position_N10	862.8->986.9
TG 51:2_OZONE_DB_Position_N11	862.8->1001
TG 51:2_OZONE_DB_Position_N12	862.8->1015
TG 51:2_OZONE_DB_Position_N13	862.8->1029
TG 51:2_OZONE_DB_Position_N14	862.8->1043
TG 51:2_OZONE_DB_Position_N15	862.8->1057
TG 51:2_OZONE_DB_Position_N16	862.8->1071
TG 51:2_OZONE_DB_Position_N17	862.8->1085.1
TG 51:3	860.8->561.6
TG 51:3_OZONE_DB_Position_N1	860.8->858.8
TG 51:3_OZONE_DB_Position_N2	860.8->872.8
TG 51:3_OZONE_DB_Position_N3	860.8->886.8
TG 51:3_OZONE_DB_Position_N4	860.8->900.8
TG 51:3_OZONE_DB_Position_N5	860.8->914.9
TG 51:3_OZONE_DB_Position_N6	860.8->928.9
TG 51:3_OZONE_DB_Position_N7	860.8->942.9
TG 51:3_OZONE_DB_Position_N8	860.8->956.9
TG 51:3_OZONE_DB_Position_N9	860.8->970.9
TG 51:3_OZONE_DB_Position_N10	860.8->984.9
TG 51:3_OZONE_DB_Position_N11	860.8->998.9
TG 51:3_OZONE_DB_Position_N12	860.8->1013
TG 51:3_OZONE_DB_Position_N13	860.8->1027
TG 51:3_OZONE_DB_Position_N14	860.8->1041
TG 51:3_OZONE_DB_Position_N15	860.8->1055
TG 51:3_OZONE_DB_Position_N16	860.8->1069
TG 51:3_OZONE_DB_Position_N17	860.8->1083
TG 51:4	858.8->559.6
TG 51:4_OZONE_DB_Position_N1	858.8->856.8
TG 51:4_OZONE_DB_Position_N2	858.8->870.8
TG 51:4_OZONE_DB_Position_N3	858.8->884.8
TG 51:4_OZONE_DB_Position_N4	858.8->898.8
TG 51:4_OZONE_DB_Position_N5	858.8->912.8
TG 51:4_OZONE_DB_Position_N6	858.8->926.9
TG 51:4_OZONE_DB_Position_N7	858.8->940.9
TG 51:4_OZONE_DB_Position_N8	858.8->954.9
TG 51:4_OZONE_DB_Position_N9	858.8->968.9
TG 51:4_OZONE_DB_Position_N10	858.8->982.9
TG 51:4_OZONE_DB_Position_N11	858.8->996.9
TG 51:4_OZONE_DB_Position_N12	858.8->1010.9
TG 51:4_OZONE_DB_Position_N13	858.8->1025
TG 51:4_OZONE_DB_Position_N14	858.8->1039
TG 51:4_OZONE_DB_Position_N15	858.8->1053
TG 51:4_OZONE_DB_Position_N16	858.8->1067
TG 51:4_OZONE_DB_Position_N17	858.8->1081
TG 51:5	856.7->557.5
TG 51:5_OZONE_DB_Position_N1	856.7->854.8
TG 51:5_OZONE_DB_Position_N2	856.7->868.8
TG 51:5_OZONE_DB_Position_N3	856.7->882.8
TG 51:5_OZONE_DB_Position_N4	856.7->896.8
TG 51:5_OZONE_DB_Position_N5	856.7->910.8
TG 51:5_OZONE_DB_Position_N6	856.7->924.8
TG 51:5_OZONE_DB_Position_N7	856.7->938.9
TG 51:5_OZONE_DB_Position_N8	856.7->952.9
TG 51:5_OZONE_DB_Position_N9	856.7->966.9
TG 51:5_OZONE_DB_Position_N10	856.7->980.9
TG 51:5_OZONE_DB_Position_N11	856.7->994.9
TG 51:5_OZONE_DB_Position_N12	856.7->1008.9
TG 51:5_OZONE_DB_Position_N13	856.7->1022.9
TG 51:5_OZONE_DB_Position_N14	856.7->1037
TG 51:5_OZONE_DB_Position_N15	856.7->1051
TG 51:5_OZONE_DB_Position_N16	856.7->1065
TG 51:5_OZONE_DB_Position_N17	856.7->1079
TG 51:6	854.7->555.5
TG 51:6_OZONE_DB_Position_N1	854.7->852.8
TG 51:6_OZONE_DB_Position_N2	854.7->866.8
TG 51:6_OZONE_DB_Position_N3	854.7->880.8
TG 51:6_OZONE_DB_Position_N4	854.7->894.8
TG 51:6_OZONE_DB_Position_N5	854.7->908.8
TG 51:6_OZONE_DB_Position_N6	854.7->922.8
TG 51:6_OZONE_DB_Position_N7	854.7->936.9
TG 51:6_OZONE_DB_Position_N8	854.7->950.9
TG 51:6_OZONE_DB_Position_N9	854.7->964.9
TG 51:6_OZONE_DB_Position_N10	854.7->978.9
TG 51:6_OZONE_DB_Position_N11	854.7->992.9
TG 51:6_OZONE_DB_Position_N12	854.7->1006.9
TG 51:6_OZONE_DB_Position_N13	854.7->1020.9
TG 51:6_OZONE_DB_Position_N14	854.7->1035
TG 51:6_OZONE_DB_Position_N15	854.7->1049
TG 51:6_OZONE_DB_Position_N16	854.7->1063
TG 51:6_OZONE_DB_Position_N17	854.7->1077
TG 51:7	852.7->553.5
TG 51:7_OZONE_DB_Position_N1	852.7->850.8
TG 51:7_OZONE_DB_Position_N2	852.7->864.8
TG 51:7_OZONE_DB_Position_N3	852.7->878.8
TG 51:7_OZONE_DB_Position_N4	852.7->892.8
TG 51:7_OZONE_DB_Position_N5	852.7->906.8
TG 51:7_OZONE_DB_Position_N6	852.7->920.8
TG 51:7_OZONE_DB_Position_N7	852.7->934.9
TG 51:7_OZONE_DB_Position_N8	852.7->948.9
TG 51:7_OZONE_DB_Position_N9	852.7->962.9
TG 51:7_OZONE_DB_Position_N10	852.7->976.9
TG 51:7_OZONE_DB_Position_N11	852.7->990.9
TG 51:7_OZONE_DB_Position_N12	852.7->1004.9
TG 51:7_OZONE_DB_Position_N13	852.7->1018.9
TG 51:7_OZONE_DB_Position_N14	852.7->1033
TG 51:7_OZONE_DB_Position_N15	852.7->1047
