Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Genotype,Dilution Factor,Sex2,Sex,Brain Region,method_type,Blank Subtraction
Lyso_PI(15:0) | PIo (16:0),576.3,299.3,102738.54760742188,576.3 -> 299.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(16:1) | PI (16:1),588.3,311.3,973.1600761413574,588.3 -> 311.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(16:1) | PI (16:1),588.3,311.3,1065.2200775146484,588.3 -> 311.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,105.0000228881836
Lyso_PI(16:0) | PI (16:0),590.3,313.3,1027.9000816345215,590.3 -> 313.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,67.26001358032227
Lyso_PI(16:0) | PI (16:0),590.3,313.3,1029.4400749206543,590.3 -> 313.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(17:2),600.3,323.3,16365.14126586914,600.3 -> 323.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,835.7201843261719
Lyso_PI(17:2),600.3,323.3,15403.0009765625,600.3 -> 323.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,162.099853515625
Lyso_PI(17:1) | PIp (18:0),602.3,325.3,14677.201095581055,602.3 -> 325.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,496.5001678466797
Lyso_PI(17:1) | PIp (18:0),602.3,325.3,13955.44091796875,602.3 -> 325.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,844.739990234375
Lyso_PI(17:0),604.3,327.3,49811.743408203125,604.3 -> 327.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,3003.3602294921875
Lyso_PI(17:0),604.3,327.3,44216.963134765625,604.3 -> 327.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:4) | PI (18:4),610.3,333.3,14894.421081542969,610.3 -> 333.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,349.1200256347656
Lyso_PI(18:4) | PI (18:4),610.3,333.3,14244.440826416016,610.3 -> 333.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,575.7397766113281
Lyso_PI(18:3) | PI (18:3),612.3,335.3,20905.38134765625,612.3 -> 335.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1223.1200256347656
Lyso_PI(18:3) | PI (18:3),612.3,335.3,22256.561645507812,612.3 -> 335.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:2) | PI (18:2),614.3,337.3,15273.040924072266,614.3 -> 337.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,615.1197814941406
Lyso_PI(18:2) | PI (18:2),614.3,337.3,15378.581146240234,614.3 -> 337.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1286.0200805664062
Lyso_PI(18:1) | PI (18:1),616.3,339.3,17443.441162109375,616.3 -> 339.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(18:1) | PI (18:1),616.3,339.3,16580.66131591797,616.3 -> 339.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,81.4600830078125
Lyso_PI(18:0) | PI (18:0),618.3,341.3,89305.88549804688,618.3 -> 341.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,9984.080078125
Lyso_PI(18:0) | PI (18:0),618.3,341.3,84001.24609375,618.3 -> 341.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1242.16015625
PIp (20:0),630.4,353.4,33836.2822265625,630.4 -> 353.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (20:0),630.4,353.4,35118.32244873047,630.4 -> 353.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1762.5202026367188
PIo (20:5),632.4,355.4,65883.2646484375,632.4 -> 355.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,6344.640380859375
PIo (20:5),632.4,355.4,63097.224609375,632.4 -> 355.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,4507.8204345703125
Lyso_PI(20:5) | PI (20:5),636.3,359.3,17607.681274414062,636.3 -> 359.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2719.1202392578125
Lyso_PI(20:5) | PI (20:5),636.3,359.3,13921.881103515625,636.3 -> 359.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:4) | PI (20:4),638.3,361.3,11303.420852661133,638.3 -> 361.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,351.2201690673828
Lyso_PI(20:4) | PI (20:4),638.3,361.3,10307.38069152832,638.3 -> 361.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,67.49998474121094
Lyso_PI(20:3) | PI (20:3),640.3,363.3,11999.700805664062,640.3 -> 363.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1125.2200775146484
Lyso_PI(20:3) | PI (20:3),640.3,363.3,11502.520797729492,640.3 -> 363.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:2) | PI (20:2),642.3,365.3,12059.940902709961,642.3 -> 365.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,763.1000518798828
Lyso_PI(20:2) | PI (20:2),642.3,365.3,11992.460723876953,642.3 -> 365.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:1),644.3,367.3,27002.342041015625,644.3 -> 367.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:1),644.3,367.3,25527.281799316406,644.3 -> 367.3,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:0) | PI (20:0),646.4,369.4,19826.261260986328,646.4 -> 369.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(20:0) | PI (20:0),646.4,369.4,18624.261260986328,646.4 -> 369.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(21:0),660.4,383.4,126703.009765625,660.4 -> 383.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(21:0),660.4,383.4,117681.62915039062,660.4 -> 383.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:6) | PI (22:6),662.3,385.3,21207.28143310547,662.3 -> 385.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:6) | PI (22:6),662.3,385.3,19513.901336669922,662.3 -> 385.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:4) | PI (22:4),666.3,389.3,10050.240615844727,666.3 -> 389.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:4) | PI (22:4),666.3,389.3,11481.760757446289,666.3 -> 389.3,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2137.7601165771484
Lyso_PI(22:2) | PI (22:2),670.4,393.4,9386.240585327148,670.4 -> 393.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:2) | PI (22:2),670.4,393.4,9922.220687866211,670.4 -> 393.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,291.5400390625
Lyso_PI(22:1) | PI (22:1),672.4,395.4,19243.581451416016,672.4 -> 395.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PI(22:1) | PI (22:1),672.4,395.4,19166.401275634766,672.4 -> 395.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2287.4200134277344
Lyso_PI(22:0) | PI (22:0),674.4,397.4,24792.421630859375,674.4 -> 397.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,3023.9000244140625
Lyso_PI(22:0) | PI (22:0),674.4,397.4,21598.801483154297,674.4 -> 397.4,PI | PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1671.8799743652344
PI (24:0),716.4,439.4,90356.20629882812,716.4 -> 439.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,13528.740966796875
PI (24:0),716.4,439.4,77963.04565429688,716.4 -> 439.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,428.240478515625
PI (26:1),742.4,465.4,28279.881958007812,742.4 -> 465.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2134.2999267578125
PI (26:1),742.4,465.4,25432.261779785156,742.4 -> 465.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,590.760009765625
PI (26:0),744.4,467.4,60454.504150390625,744.4 -> 467.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,837.4600830078125
PI (26:0),744.4,467.4,58738.38415527344,744.4 -> 467.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,333.6402587890625
PIp (28:0),756.5,479.5,12980.580871582031,756.5 -> 479.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,4032.6402587890625
PIp (28:0),756.5,479.5,10825.720733642578,756.5 -> 479.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1601.5601196289062
PIo (28:0),758.5,481.5,16792.741271972656,758.5 -> 481.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (28:0),758.5,481.5,17904.821319580078,758.5 -> 481.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (28:2),768.4,491.4,10869.000747680664,768.4 -> 491.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,590.6400451660156
PI (28:2),768.4,491.4,9971.6806640625,768.4 -> 491.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1310.0600509643555
PI (28:1),770.5,493.5,42212.7431640625,770.5 -> 493.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,357.1004638671875
PI (28:1),770.5,493.5,45504.08337402344,770.5 -> 493.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,4722.100341796875
PI (28:0),772.5,495.5,44295.22326660156,772.5 -> 495.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1393.6402587890625
PI (28:0),772.5,495.5,40524.282958984375,772.5 -> 495.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (30:1),782.5,505.5,29271.502029418945,782.5 -> 505.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIp (30:1),782.5,505.5,28970.042572021484,782.5 -> 505.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (30:1),784.5,507.5,13802.880950927734,784.5 -> 507.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PIo (30:1),784.5,507.5,14607.260986328125,784.5 -> 507.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,594.1998596191406
PIo (30:0),786.5,509.5,28960.662170410156,786.5 -> 509.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1882.8402709960938
PIo (30:0),786.5,509.5,26333.702026367188,786.5 -> 509.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:4),792.4,515.4,8783.24055480957,792.4 -> 515.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,165.91996002197266
PI (30:4),792.4,515.4,9479.960723876953,792.4 -> 515.4,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:2),796.5,519.5,16162.841247558594,796.5 -> 519.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:2),796.5,519.5,15221.201110839844,796.5 -> 519.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,888.0601806640625
PI (30:1),798.5,521.5,21478.18148803711,798.5 -> 521.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:1),798.5,521.5,23497.881591796875,798.5 -> 521.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,69.1595458984375
PI (30:0),800.5,523.5,58078.9443359375,800.5 -> 523.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (30:0),800.5,523.5,56050.563720703125,800.5 -> 523.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1318.57958984375
PIp (32:1),810.5,533.5,16317.00131225586,810.5 -> 533.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,7586.0606689453125
PIp (32:1),810.5,533.5,9747.140655517578,810.5 -> 533.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,19.419952392578125
"PIo (32:1), PIp (32:0)",812.5,535.5,21003.621459960938,812.5 -> 535.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,4251.140411376953
"PIo (32:1), PIp (32:0)",812.5,535.5,20001.001373291016,812.5 -> 535.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2465.8002319335938
PI (32:4),820.5,543.5,8718.780544281006,820.5 -> 543.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1070.7799949645996
PI (32:4),820.5,543.5,8402.220642089844,820.5 -> 543.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1177.9201049804688
PI (32:3),822.5,545.5,11026.500793457031,822.5 -> 545.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,3679.1603240966797
PI (32:3),822.5,545.5,10278.040771484375,822.5 -> 545.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1965.6401901245117
PI (32:2),824.5,547.5,40567.763244628906,824.5 -> 547.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,13081.401306152344
PI (32:2),824.5,547.5,43832.98327636719,824.5 -> 547.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,16314.521484375
PI (32:1),826.5,549.5,90787.16784667969,826.5 -> 549.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,46575.50451660156
PI (32:1),826.5,549.5,82733.52648925781,826.5 -> 549.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,43928.303466796875
PIp (34:4),832.5,555.5,12289.200912475586,832.5 -> 555.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,3264.4403381347656
PIp (34:4),832.5,555.5,10613.24072265625,832.5 -> 555.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2050.7801208496094
"PIo (34:4), PIp (34:3)",834.5,557.5,9182.460662841797,834.5 -> 557.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,504.02008056640625
"PIo (34:4), PIp (34:3)",834.5,557.5,9376.460754394531,834.5 -> 557.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1992.3202819824219
"PIo (34:3), PIp (34:2)",836.5,559.5,10842.580749511719,836.5 -> 559.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,3076.940216064453
"PIo (34:3), PIp (34:2)",836.5,559.5,7195.5605545043945,836.5 -> 559.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
"PIo (34:1), PIp (34:0)",840.6,563.6,28713.261962890625,840.6 -> 563.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,6351.320373535156
"PIo (34:1), PIp (34:0)",840.6,563.6,30225.48226928711,840.6 -> 563.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,11482.200775146484
PIo (34:0),842.6,565.6,40306.58288574219,842.6 -> 565.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,14151.460876464844
PIo (34:0),842.6,565.6,28195.241821289062,842.6 -> 565.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,2810.5599365234375
PI (34:6),844.5,567.5,16441.181182861328,844.5 -> 567.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (34:6),844.5,567.5,17086.14126586914,844.5 -> 567.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,917.5401916503906
PI (34:5),846.5,569.5,8191.980529785156,846.5 -> 569.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (34:5),846.5,569.5,11986.161026000977,846.5 -> 569.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,411.1201934814453
PI (34:4),848.5,571.5,14581.341094970703,848.5 -> 571.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,380.36016845703125
PI (34:4),848.5,571.5,14655.940963745117,848.5 -> 571.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (34:3),850.5,573.5,171588.2110748291,850.5 -> 573.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,159978.8501739502
PI (34:3),850.5,573.5,147846.1713104248,850.5 -> 573.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,138046.45056152344
PI (34:0),856.6,579.6,119068.46862792969,856.6 -> 579.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,56782.0244140625
PI (34:0),856.6,579.6,109794.84814453125,856.6 -> 579.6,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,49900.34387207031
PIp (36:5),858.5,581.5,22479.681427001953,858.5 -> 581.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,4233.020202636719
PIp (36:5),858.5,581.5,22231.80126953125,858.5 -> 581.5,PI,PI_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,1935.6198120117188
