Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
PS (36:0),67556.64473724365,31713.16227722168,119429.82861328124,45783.22326660156,124595.74987792967,127310.91052246094
PS (36:1),145423.82960891724,63556.46466064453,175310.75268554688,73794.54522705078,192831.5329589844,176256.97216796875
PS (36:2),75961.42540740967,56412.584533691406,130704.20971679688,77224.20541381836,163874.9295654297,111899.3878173828
PS (36:3),33709.26248931885,23811.60182952881,57067.70455932617,22028.52136993408,60219.46417236328,57618.68423461914
PS (36:4),37108.66270446777,21183.961486816406,67460.44464111328,24508.141883850098,66002.98413085938,63814.56433105469
PS (36:5),29224.28189849853,12946.860942840576,54930.32424926758,17806.281135559082,55810.1439819336,59134.384338378906
PS (36:6),27902.242210388184,19953.641468048096,56909.64324951172,19104.501441955566,53852.42352294922,68830.74523925781
PS (36:7),26808.4220123291,29727.18278884888,66849.20483398438,23959.241508483887,69288.4841003418,71215.60559082031
PS (36:8),39263.26274871826,62595.58390045166,205452.856628418,70483.20532226562,187233.29595947263,104443.28741455078
PS (38:0),32678.462383270264,47105.48307800293,130565.6883544922,29808.782386779785,130003.50744628906,92640.02655029295
PS (38:1),43899.6035118103,24711.661750793457,91140.3461303711,30215.12219238281,100880.4677734375,83443.32684326172
PS (38:2),44294.90383529663,32576.142555236816,123504.68865966795,52977.8239364624,173312.71069335938,101897.78604125977
PS (38:3),33547.42235183716,25837.82186126709,61674.464599609375,22904.341537475582,70093.96594238281,64557.88470458984
PS (38:4),55198.32405090332,36469.44209289551,105593.2465209961,25869.26190185547,94169.84661865234,99863.26629638672
PS (38:5),35185.20259475708,21789.501693725582,59960.60400390625,20958.74147796631,61359.4248046875,69017.72479248047
PS (38:6),35925.02222061157,27203.1018447876,73335.74523925781,21916.5412940979,69462.82495117188,77896.74533081055
PS (38:7),46249.40324783325,80822.52835845947,247327.15606689453,31742.74228668213,249999.39782714844,153728.85327148438
PS (38:8),37097.6628112793,23465.34154510498,66427.86544799805,25155.021530151367,73495.52478027344,70707.46487426758
PS (38:9),45210.84302902222,22725.101417541504,105273.5087890625,23481.02197265625,106961.14944458008,85094.66528320312
PS (40:0) | PSp (42:6),125622.3500404358,103226.74681091309,347498.86309814453,113633.25033569336,327639.38220214844,422038.0721435547
PS (40:0) | PSp (42:6)_2,119149.04978179932,87034.16751098633,326959.7857666016,104804.26890563963,297242.6637573242,399779.6781616211
PS (40:1),28781.24189376831,21427.381462097168,59754.12506103516,15697.340995788574,52192.703704833984,65063.125
PS (40:2),36064.90216445923,59689.9245262146,274937.94024658203,28160.342208862305,167430.0698852539,333905.9190673828
PS (40:3),33902.262268066406,23523.681785583496,57351.023986816406,20544.441471099854,59994.704650878906,56966.26403808594
PS (40:4),49603.54345703125,26462.501693725582,80490.94598388672,27085.68197631836,73772.38507080078,89998.58660888672
PS (40:5),65691.26494979858,36523.72247314453,121250.6689453125,37472.36239624024,100638.70751953124,116058.349609375
PS (40:7),42479.72296142578,24645.781768798828,85731.38494873047,19987.561485290527,91911.1665649414,90756.32647705078
PS (40:8),36530.242500305176,19420.3814163208,62678.08471679688,22051.18137359619,89478.98712158203,73373.90594482422
PS (40:9),31724.402420043945,22927.081634521484,85435.56634521484,20755.16164016724,74565.86499023438,66633.28509521484
PS (42:0),28318.8218460083,52382.52353286743,162574.57028198242,18402.421493530277,148623.3526916504,209060.9770965576
PS (42:10),24552.54166412353,29501.20146560669,57627.364807128906,20295.701541900635,57114.40408325195,66824.30502319336
PS (42:11),26238.74187850952,122816.78534317017,219791.4352416992,84554.66541671753,194427.03225708008,275861.3817138672
PS (42:2),24835.981746673584,19539.20122528076,62562.02532958984,14109.581031799316,50323.68292236328,62593.20440673828
PS (42:3),34223.3826751709,75283.14516448975,276485.2793273926,30781.82218933105,202021.3360595703,271389.4768066406
PS (42:4),23119.041481018063,17350.02117538452,51396.48358154297,13830.940853118896,40849.20303344727,44726.703125
PS (42:5),28317.66189956665,18449.021396636963,43336.702728271484,13530.580867767334,43990.6833190918,51027.52380371094
PS (42:6),33611.6821937561,27546.70220184326,61931.30364990234,25632.541667938232,62328.68411254883,55523.5237121582
PS (42:7),28013.622066497803,20690.50148010254,51683.163818359375,14843.141067504885,47680.14343261719,58649.32446289063
PS (42:8),27455.48207855225,24253.94133758545,54996.74444580078,16855.501300811768,53030.74365234375,67894.10418701172
PS (42:9),28391.081958770752,20613.241592407227,44230.28317260742,16079.441082000732,48377.383850097656,48716.84359741211
PS (44:0),17099.28134918213,12306.580799102783,31310.36181640625,9916.300647735596,25909.301864624023,33261.98204040527
PS (44:1),18615.04130935669,10129.440757751465,30339.642238616943,7713.920608520508,31978.422317504883,33934.56266784668
PS (44:10),29597.801975250244,20535.40139770508,45422.78271484375,15244.76085281372,46203.5432434082,56973.36401367188
PS (44:2),22086.941555023197,12646.421005249023,33464.202156066895,11239.760692596436,33782.02237701416,39560.68309783936
PS (44:4),18873.061267852783,15006.440948486328,34923.14224243164,8881.900592803955,31802.10206604004,34543.402282714844
PS (44:5),18495.601348876957,14583.621063232422,33519.90216064453,11154.300666809082,31910.94220352173,35751.40203857422
PS (44:6),18553.401321411133,13642.861087799072,33546.102447509766,10631.56088256836,30648.722053527832,37123.26252746582
PS (44:7),21468.74165725708,13712.401107788086,36325.122955322266,12469.800979614258,33108.56219482422,38797.02261352539
PS (44:8),21350.121536254883,15123.120929718018,38592.40283203125,10446.80069732666,36606.52301025391,43353.72297668457
PSo (20:0),35287.56256103516,36337.66214370728,47590.063079833984,15562.241264343262,105333.92962646484,52972.24398803711
PSo (28:0),24469.221885681152,24439.64133453369,67688.38395690918,22728.64167022705,60881.58404541016,64548.66403198242
PSo (30:0),23198.18173980713,30467.821849823,81656.30516052246,23164.54176712036,72682.2453918457,65927.14511108398
PSo (30:1),24479.061779022217,19473.78120803833,68299.78514099121,17314.8610496521,61272.08447265625,66582.2845916748
PSo (32:0),26585.501945495605,21766.361625671387,47628.52313232422,19279.56117248535,49774.144134521484,59919.02508544922
PSo (32:1),22760.141681671143,17891.94130706787,40278.14305114746,12588.48087310791,39377.282287597656,45734.24269104004
PSo (34:0),31427.82216262817,44146.9027633667,115337.22924804688,45599.18290710449,109570.38775634766,106944.8685913086
PSo (34:1),22356.041454315186,13870.40085220337,52906.10385131836,17626.881370544434,53962.04415893555,53085.643615722656
PSo (34:2),29800.20202255249,21125.401695251465,54109.34414672852,20087.68161392212,52410.26376342773,60541.82357788086
PSo (34:2)_2,34087.84229660034,23067.202102661133,62258.74526977539,20492.141357421875,64105.62384033203,61708.20443725586
PSo (34:4),31348.782222747803,20639.241497039795,50347.883728027344,15313.580917358398,48398.203552246094,52022.10333251953
PSo (36:2),31943.00213241577,22051.521606445312,63526.38427734375,21841.74188232422,57198.18438720703,62383.12481689453
PSo (36:3),26756.802032470703,21410.561546325684,57698.64375305176,21090.441444396973,56922.88345336914,59500.58361816406
PSo (36:4),28998.10196685791,18040.7215423584,53119.18356323242,15949.881282806396,48054.1432800293,56471.523864746094
PSo (36:5),30490.562129974365,20605.56116104126,51854.46374511719,14236.820930480955,51220.50338745117,55549.0041809082
PSo (38:0),39594.12263870239,35132.10289764404,179502.59155273438,51272.90365600586,175282.75170898438,123872.2703857422
PSo (38:2),34488.66242599487,31364.942169189453,87192.8051147461,20482.8814163208,89864.88586425781,72108.90496826172
PSo (38:3),31773.24230194092,21796.70139312744,106290.8289794922,29947.96169662476,116044.08819580078,71255.5651550293
PSo (38:3)_2,30365.56206130981,26918.54206085205,64085.364654541016,23553.74183654785,76392.4857788086,68734.74481201172
PSo (38:4),29015.462032318115,21605.401496887207,64533.364318847656,21355.12148284912,63881.984466552734,67688.8442993164
PSo (38:5),27303.181930541992,17669.101329803467,48441.06317138672,16633.5809173584,49800.42318725586,53035.44393920898
PSo (38:6),25590.401695251465,20039.581504821777,56738.18347167969,21245.6815032959,53666.143951416016,62425.90396118164
PSo (40:0),39730.522830963135,30170.002151489258,80517.22552490234,23258.30166625977,92892.32690429688,81041.72607421875
PSo (40:1),32459.462230682373,30232.36176300049,68886.90533447266,28507.80197906494,89163.36737060547,70269.9253540039
PSo (40:2),28951.24183654785,22484.24171066284,71167.24523925781,25568.52142715454,69660.5651550293,58555.3239440918
PSo (40:3),59821.02407836914,93062.08519363403,559531.7231445312,44542.243392944336,352809.6813964844,238049.9158630371
PSo (40:4),28844.84208297729,17652.281482696533,51783.44415283203,13985.420951843262,56201.623931884766,56750.984466552734
PSo (40:5),26584.301990509037,18220.121047973636,50878.12377929688,18043.661323547363,51267.5634765625,57735.24426269531
PSo (40:6),40715.74273300171,23238.801780700684,129664.64981079102,31457.042041778564,96476.00680541992,126413.4480895996
PSo (40:6)_2,357477.68729400635,162176.79174804688,598811.0205078125,163612.31213378906,434706.2504882813,543513.51953125
PSo (42:1),26750.90223693848,18124.54128265381,52466.44372558594,17167.800971984863,51334.50347900391,59975.0634765625
PSo (42:2),26898.22163772583,19622.901458740234,45507.40313720703,14435.0209274292,42612.90307617188,48560.563415527344
PSo (42:4),27135.162059783936,81384.76665115356,153850.12774658203,51917.44372940064,127613.60794067384,195126.73641967773
PSo (42:6),35488.14221954346,32629.20212554932,84356.2864074707,18323.721115112305,77781.50524902344,90808.18692016602
PSp (16:0),46687.32364273071,60950.36455154419,127918.927734375,22281.581520080566,120481.90760803224,134637.5521850586
PSp (20:0),27396.02163696289,24735.202018737797,31242.062282562256,17094.88144683838,54377.84408569336,32397.42265319824
PSp (28:0),24285.601776123047,16332.201232910156,55728.04423522949,15257.801044464111,42898.262939453125,51745.08364868164
PSp (30:1),22364.941555023197,17286.301345825195,84468.18539428711,25591.56169509888,75074.705078125,67037.70510864258
PSp (32:1),23419.66167068481,14119.620975494385,50121.422943115234,12013.700996398926,46036.3427734375,51169.723571777344
PSp (34:4),32524.002395629883,19347.861358642574,49959.72344970703,19347.881324768063,47136.103271484375,52621.80416870117
PSp (36:5),28529.561756134037,35178.0025100708,78497.30545043945,32127.00196838379,80656.34457397461,83233.96520996094
PSp (38:6),65391.80442047119,54943.10511779785,119409.0089111328,41635.36228942871,126150.70837402344,130427.66998291016
PSp (40:2),48771.50365829468,64221.18297576904,410334.3861083984,36626.362323760986,249163.5782470703,182944.7344970703
PSp (40:6),44265.6626663208,30615.742614746094,142403.79006958008,60687.14415740967,150740.45275878906,96294.72637939452
PSp (42:2),25556.841861724854,19705.161529541016,53038.28399658203,17960.44139099121,44351.00354003906,54785.70428466797
PSp (42:4),23026.541610717773,15435.1012840271,43354.12316894531,11312.620895385742,44137.02337646485,44069.623291015625
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",2038076.3017578125,2102820.7854003906,2218471.28125,1945052.8605957031,1894330.4704589844,2335936.8615722656
SM (d16:1/18:1),81247.72438049316,114099.34756469728,134123.86727905273,100137.08612060548,100167.10592651369,90349.06619262695
SM (d16:1/22:1),1503875.3660888672,2919071.771972656,2582292.0158691406,1465886.1981811523,2472967.6127929688,880392.7204589844
SM (d16:1/24:0),457235.33291625977,894447.3486328125,892692.2439575195,528240.9620361328,921255.7350769044,341377.46267700195
SM (d16:1/24:1),877708.0765380859,1433483.637878418,1419472.1115112305,821470.9881896973,1343864.9290161133,508468.7399139404
SM (d18:0/12:0),72864.02548217773,87701.92642211914,79579.34512329102,91729.86665344238,90932.90591430664,79705.18493652344
SM (d18:0/14:0),82142.14590454102,94399.74618530272,93502.2268371582,84101.96643066406,84144.9067993164,89748.4252319336
SM (d18:0/16:0),86829.80401611328,114451.8070526123,134033.7706604004,100818.02690124512,89557.90686035156,92060.94570922852
SM (d18:0/18:0),998479.635986328,1812625.467834473,2002969.9391479488,884400.4700622559,1440497.1675109863,568607.1145019531
SM (d18:0/20:0),986783.2487182616,2018824.0397949216,1970696.55267334,1034950.1957092284,1864390.5732421875,778023.3022766113
SM (d18:0/22:0),446879.0196685791,831710.0670776367,853287.6826477051,457172.8372039795,818319.9411621094,319490.0831298828
SM (d18:0/24:0),865513.1522521973,1100870.9494628906,1340864.2787475586,718528.645690918,1199277.6301879885,561150.6427612305
SM (d18:0/26:0),1505239.4128417969,1714257.6423339844,1671651.9821777344,1075005.0837402344,1498191.843017578,1637779.0329589844
SM (d18:1/12:0),99529.9868774414,140406.91067504883,131846.01287841797,135425.11114501953,136219.2290649414,102179.2057800293
SM (d18:1/14:0),92892.0258178711,105997.26806640624,94147.94692993164,83538.70639038086,84467.2873840332,98662.54653930664
SM (d18:1/16:0),84965.8060913086,120367.72705078124,131800.10913085938,98482.5269317627,105034.7489013672,89493.26739501953
SM (d18:1/18:0),931932.4204711914,1813142.9102172847,1937364.6416015625,858096.3284301758,1319506.6448059082,593758.2431030273
SM (d18:1/18:1)9Z)),929212.705444336,1731401.8906860352,2037188.2634887693,926014.8485107422,1434173.331604004,583603.7045898438
SM (d18:1/20:0),1066051.8616333008,2070437.1381225584,2136144.566833496,1068832.215423584,1977030.138305664,725875.1154174805
SM (d18:1/24:0),872961.7922363281,1184779.7463989258,1326063.6212768557,747197.6982421875,1237009.142150879,549306.3381652832
SM (d18:1/24:1)15Z)),962896.5946044922,1365750.3084106443,1454634.9368896484,907904.1148071288,1460097.5220336914,619438.9797363281
SM (d18:1/26:0),1373673.2355957031,1647000.975830078,1580047.3745117188,1001213.2197265624,1387931.41796875,1518431.354736328
SM (d18:1/26:1)17Z)),1335114.1015625,1540887.0966796875,1464365.7561035156,980881.5139160156,1311593.0395507812,1382329.055419922
SM (d18:2/14:0),79887.56494140625,96881.8076171875,95603.54806518556,84832.40637207031,83364.92602539062,94493.8874206543
SM (d18:2/18:1),734168.4274902344,1577761.676574707,1714000.6220703125,690353.8835449219,1221823.288696289,549699.913482666
SM (d18:2/20:1),1835263.694519043,3437455.1517333984,3600225.588699341,1802015.496520996,2993744.121459961,1234392.1383666992
SM (d18:2/22:1),1758494.5338745115,3357379.8198242188,3452800.418548584,1928752.6020507808,3160079.0315856934,1242327.5891723633
SM (d18:2/24:1),1023155.2295227052,1487641.1779785156,1715608.3386230469,997071.2756958008,1753742.6036987305,710964.2376098633
Stearidonyl carnitine,5348070.927734375,8463771.866210938,7144606.3486328125,10644083.75,9018326.963867188,4267791.2158203125
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",6859729.1611328125,11970636.8671875,11003102.81640625,14826436.037109377,12788091.098632812,6072765.6220703125
