Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
TAG(58:3)_FA 18:0,32865.26239013672,28956.461837768555,22675.321716308597,27925.021797180176,24436.90168762207,25103.84210205078
TAG(58:3)_FA 18:1,31284.60171508789,32873.882736206055,31116.32225036621,33661.92224121094,31844.822463989258,33522.2819519043
TAG(58:3)_FA 18:2,28273.78196716309,29315.56182861328,31049.622428894043,29437.022216796875,27851.061782836918,33211.34248352051
TAG(58:3)_FA 20:0,22416.561408996586,25468.721603393555,19249.1614112854,19728.621536254883,20509.881523132324,19183.8212928772
TAG(58:3)_FA 20:4,33090.94223022461,38249.40246582031,29799.34200286865,33899.562408447266,36548.66290283203,40142.28337097168
TAG(58:4)_FA 16:0,21484.28160095215,19890.961456298828,17053.821113586426,20142.661682128903,17959.12126159668,15436.401229858398
TAG(58:4)_FA 16:1,28117.00213623047,28628.94206237793,23312.461456298828,33398.86218261719,26679.26156616211,23769.90173339844
TAG(58:4)_FA 18:0,28571.32209777832,38366.682624816895,21335.041648864742,25581.64178466797,26794.06216430664,26362.861907958984
TAG(58:4)_FA 18:1,30465.40251159668,27286.542121887207,22351.061515808105,28953.362228393555,27169.241958618164,27424.781814575195
TAG(58:4)_FA 18:2,32484.00230407715,35835.38269042969,31278.842262268063,36266.80271911621,36526.402923583984,36195.14237213135
TAG(58:4)_FA 20:0,32376.22232055664,32812.44255065918,24840.64192199707,23431.201461791992,29192.82175064087,28323.601943969727
TAG(58:4)_FA 20:4,24604.841705322266,24528.02198791504,23251.66157150269,25588.12181091309,25665.54180908203,25641.801803588867
TAG(58:5)_FA 16:0,22754.22169494629,23799.721435546875,18697.661170959476,24388.70179748535,21722.88165283203,17649.78108215332
TAG(58:5)_FA 16:1,21171.90156555176,24007.101776123047,15924.761123657228,20120.001403808597,18255.721282958984,16544.981163024902
TAG(58:5)_FA 18:0,44843.68270874024,60257.403411865234,31955.762287139893,30409.602157592773,30514.48223876953,36789.54260253906
TAG(58:5)_FA 18:1,30707.62197875977,39758.50238037109,21508.861656188965,24700.46182250977,27532.74184417725,25272.762100219727
TAG(58:5)_FA 18:2,31166.80256652832,30679.322120666504,27126.622131347656,24925.881713867188,27115.86172485352,28051.66192626953
TAG(58:5)_FA 20:0,31609.40260314941,24957.761672973636,28036.76181030273,23577.74154663086,28991.96206665039,26977.561714172363
TAG(58:5)_FA 20:4,27279.62187194824,27687.341918945312,29486.682189941406,24966.701766967773,25688.402053833008,25779.781742095947
TAG(58:6)_FA 16:0,24251.78200531006,24009.421661376957,20460.461349487305,24303.22158813477,22112.201553344727,21575.781677246094
TAG(58:6)_FA 16:1,22312.021514892574,25463.92213439941,17771.661170959473,26352.30187988281,21411.361434936523,18365.7211227417
TAG(58:6)_FA 18:0,101019.56646728516,218808.2528076172,66124.24398803711,46778.46337890625,59496.044830322266,52813.74347686768
TAG(58:6)_FA 18:1,35205.42182922363,60205.18389892578,32618.201919555664,30617.20211791992,28028.70216369629,33372.482261657715
TAG(58:6)_FA 18:2,33763.36282348633,37992.202728271484,22991.061393737797,27321.12190246582,26046.3219833374,27493.001922607426
TAG(58:6)_FA 20:0,35312.30294799805,32485.22257995605,30247.8819732666,27423.002075195312,29691.521942138672,27152.141830444336
TAG(58:6)_FA 20:4,32739.28221130371,40100.223083496094,28646.02136993408,29425.08209991455,28221.54211425781,28362.30194091797
TAG(58:7)_FA 16:0,36297.90225219727,32395.7223815918,34885.92218017578,37110.38250732422,31263.722106933597,33729.54211425781
TAG(58:7)_FA 16:1,26835.982208251957,22709.781730651852,21237.12133026123,23497.34181213379,21737.181442260742,21884.82144165039
TAG(58:7)_FA 18:0,54474.40408325195,61233.26388549805,45056.02328491211,44058.44296264648,40903.06301879883,42846.62307739258
TAG(58:7)_FA 18:1,66609.90460205078,186827.2128753662,62509.74417114258,46938.62368774414,46999.46337890625,46074.06311035156
TAG(58:7)_FA 18:2,36877.80224609375,58898.74380493164,31492.32221221924,29277.86172485352,33299.78257751465,34949.82215118408
TAG(58:7)_FA 20:0,51639.1442489624,63323.86585998535,64772.285583496094,61349.94403076172,75203.52473449707,88074.58633422852
TAG(58:7)_FA 20:4,27949.782192230225,31512.76243591309,25458.441696166992,22663.56153869629,24461.70188140869,24060.92169189453
TAG(58:8)_FA 16:0,34204.9225769043,36462.04275512695,30179.922073364258,35905.48248291016,31941.20245361328,35323.28271484375
TAG(58:8)_FA 16:1,37411.7428894043,33931.882232666016,34407.66244506836,37587.12312316895,32952.12210083008,32732.142211914062
TAG(58:8)_FA 18:0,49948.34359741211,41479.8630065918,44364.14389038086,46812.7628326416,39477.30258178711,41769.28282165527
TAG(58:8)_FA 18:1,44537.16279602051,58829.66442871094,52354.06332397461,44171.74342346192,40869.44284057617,45769.502990722656
TAG(58:8)_FA 18:2,65631.98498535156,194845.0531616211,60727.34332275391,46038.00338745117,50786.52290344238,51122.1438293457
TAG(58:8)_FA 20:0,36008.38243103027,34498.922302246094,28531.241737365723,29229.382247924805,31859.96206665039,28234.76210784912
TAG(58:8)_FA 20:4,35024.9026184082,37755.86308288574,29779.542388916016,30768.04252624512,34152.282135009766,32142.60193634033
TAG(58:9)_FA 16:0,25441.14176940918,24020.58159637451,21932.201667785645,22759.4415435791,22346.121864318848,20543.30136871338
TAG(58:9)_FA 16:1,36608.843032836914,37695.52279663086,32893.38188171387,37582.70219421387,34407.00225830078,36737.34210205078
TAG(58:9)_FA 18:0,28315.061950683597,24506.14178466797,22647.64179992676,27470.92196655273,23629.6817779541,24810.241928100582
TAG(58:9)_FA 18:1,54586.98350524902,43853.22250366211,45328.26284790039,42122.56315612793,45418.94377136231,49873.94371032715
TAG(58:9)_FA 18:2,44587.30303955078,63279.16491699219,48731.4836730957,42040.34271240234,41561.20275878906,46155.92329406738
TAG(58:9)_FA 20:0,31748.84197998047,33475.34208679199,28549.601593017574,27816.20212554932,28349.86196899414,31009.76222229004
TAG(58:9)_FA 20:4,34569.342346191406,31899.682403564453,31395.46187210083,25897.921844482426,31083.16184234619,28876.922065734863
TAG(60:0)_FA 16:0,18762.32137298584,16656.381286621094,16676.561141967773,19819.801193237305,16266.621173858644,16935.30113220215
TAG(60:0)_FA 16:1,16064.201080322266,14174.100944519045,12566.720916748049,15450.42095565796,14365.7008934021,13718.461051940918
TAG(60:0)_FA 18:0,33236.08203125,34952.60237121582,36760.78297424317,42527.72361755371,37858.04271697998,40751.18328094482
TAG(60:0)_FA 18:1,17057.141082763672,20110.381454467773,17361.061111450195,20861.26156234741,19859.501392364506,17602.081253051758
TAG(60:0)_FA 18:2,16463.461311340332,18094.32134246826,15325.621002197266,16657.84117126465,14164.440929412842,14037.62088394165
TAG(60:0)_FA 20:0,111764.13143539429,111890.36525344849,135251.45168304443,135794.33156585693,133384.02709960938,113377.46604156494
TAG(60:0)_FA 20:4,15731.901187896729,16315.60111618042,14300.901111602783,16422.24122619629,15104.781070709229,15024.920997619629
TAG(60:1)_FA 16:0,17808.821319580078,16085.441123962402,15239.201194763184,17417.7013092041,15307.661026000977,17686.361236572266
TAG(60:1)_FA 16:1,19383.441535949707,17704.98133468628,14935.90098953247,19836.241493225098,17567.66136932373,17006.041221618652
TAG(60:1)_FA 18:0,24789.141487121586,18195.341339111328,20219.70125579834,22719.041690826416,19760.54151916504,22263.50164794922
TAG(60:1)_FA 18:1,44970.4229888916,45063.4236831665,45215.84320831299,46585.103271484375,43188.403160095215,38580.6230545044
TAG(60:1)_FA 18:2,18044.441368103027,18992.50119781494,18964.36127471924,19451.10137939453,20928.40137481689,18609.74133300781
TAG(60:1)_FA 20:0,18256.52143096924,19191.881340026852,17578.441329956055,22492.96158599853,16505.64093017578,21461.56134033203
TAG(60:1)_FA 20:4,28941.821907043457,29428.802207946777,26292.722091674805,27978.84228515625,29591.181930541992,23222.941371917725
TAG(60:10)_FA 16:0,17962.161392211914,18384.18128967285,16957.281127929688,18838.381340026852,15770.901084899902,16136.72100830078
TAG(60:10)_FA 16:1,23879.201705932617,21131.58139801025,17383.901107788086,25803.88167572021,19032.761184692383,18963.601356506348
TAG(60:10)_FA 18:0,22305.26153564453,20908.92147064209,16315.961296081545,19203.78134155273,20574.061447143555,17674.161422729492
TAG(60:10)_FA 18:1,18981.12131500244,19186.381317138672,19148.20132446289,20726.86156463623,19127.1612701416,20136.76131439209
TAG(60:10)_FA 18:2,24673.201778411865,28191.18231201172,25814.86158752441,28832.84211730957,24920.86151123047,27661.001739501957
TAG(60:10)_FA 20:0,31250.00234603882,26689.082061767574,24211.501571655277,26652.62230682373,30084.10196685791,36614.762031555176
TAG(60:10)_FA 20:4,23407.801513671875,23577.36151123047,21691.80155944824,22889.36131286621,24572.08161926269,23277.521774291992
TAG(60:11)_FA 16:0,32852.02227783203,37515.60241699219,24136.061767578125,33308.28240966797,34220.00231933594,27447.082061767574
TAG(60:11)_FA 16:1,18626.321327209476,17037.141143798828,16325.941123962402,20281.221389770508,17576.701232910156,16936.24114227295
TAG(60:11)_FA 18:0,26566.381896972656,28476.12203979492,26721.72177505493,33355.3028717041,25737.321670532227,25958.481994628903
TAG(60:11)_FA 18:1,21875.36144256592,22538.121452331543,18932.621601104736,19193.581481933597,19453.96142578125,18126.10132598877
TAG(60:11)_FA 18:2,19284.181411743164,21152.1618347168,18697.881172180176,20694.78158569336,21558.941482543945,17717.66120147705
TAG(60:11)_FA 20:0,19900.441482543945,16259.701190948486,17846.301239013672,16390.94118118286,17317.48122024536,17727.381233215332
TAG(60:11)_FA 20:4,23676.42163085937,23548.16146850586,22196.98139190674,22784.521560668945,22007.52166748047,22065.361755371094
TAG(60:12)_FA 16:0,21259.721618652344,20830.64134216309,15620.301162719728,19263.66133117676,15594.08112335205,15752.341178894045
TAG(60:12)_FA 16:1,34773.582580566406,32797.282135009766,24805.18182373047,33249.0223236084,33060.722595214844,26051.682067871094
TAG(60:12)_FA 18:0,18204.421508789062,18781.28106689453,17659.26132965088,19018.90119934082,19084.18113708496,19034.921447753903
TAG(60:12)_FA 18:1,33378.982009887695,33822.9624710083,31227.04209136963,34518.46286010742,29888.62201690674,29746.46199798584
TAG(60:12)_FA 18:2,18674.38117980957,22617.30160522461,19584.421447753903,21737.361450195312,18665.10131072998,20819.82155609131
TAG(60:12)_FA 20:0,40971.84259033203,45104.86328125,38108.00262451172,43903.98321533203,43473.34313964844,40536.66287231445
TAG(60:12)_FA 20:4,27204.7419128418,25715.781845092773,23009.121589660645,27192.04202270508,23481.181610107426,21270.20147705078
TAG(60:2)_FA 16:0,19776.501358032227,16033.9409866333,16035.120994567871,17143.701095581055,16786.64116668701,16254.201259613035
TAG(60:2)_FA 16:1,17523.901287078857,15423.74105834961,16541.760971069336,18477.301292419437,13356.140983581545,14208.980964660645
TAG(60:2)_FA 18:0,19972.92137145996,18710.341247558597,14561.441078186035,19166.181381225582,18606.021446228027,18607.84112548828
TAG(60:2)_FA 18:1,22816.14163208008,21778.301681518555,20662.78140258789,23338.861892700195,21979.4015045166,22120.94145965576
TAG(60:2)_FA 18:2,44403.12356567383,46605.64292907715,42398.02291107178,48724.7433013916,43187.20248413086,37356.30332946777
TAG(60:2)_FA 20:0,22495.961280822758,24531.441986083984,20786.58149337769,24278.421516418457,25042.281829833984,24642.38152694702
TAG(60:2)_FA 20:4,19526.321308135983,17556.32134246826,16361.9810256958,16482.161163330078,17910.741214752197,17577.1410446167
TAG(60:3)_FA 16:0,15802.341049194336,15223.14093017578,14782.361152648926,19789.841606140137,15360.841033935549,17378.501205444336
TAG(60:3)_FA 16:1,19140.26123046875,15978.701141357422,16147.04104232788,19932.701416015625,15278.861114501951,16285.021202087402
TAG(60:3)_FA 18:0,39116.10285949707,35465.901596069336,33945.20291900635,35162.24225616455,40292.30253601074,47711.64392089844
TAG(60:3)_FA 18:1,19614.441207885742,20998.52166748047,17736.2212600708,22223.16148376465,18821.98139190674,20008.141494750977
TAG(60:3)_FA 18:2,21537.40168762207,21287.26146697998,19682.82144165039,20990.421493530277,21619.001960754395,24204.641471862797
TAG(60:3)_FA 20:0,21757.441772460938,21312.541381835938,17664.50128173828,22516.28143310547,20577.361530303955,19487.381324768063
TAG(60:3)_FA 20:4,20492.761421203613,23041.621505737305,19555.04126358032,20518.14141845703,21603.061637878414,18544.061401367188
TAG(60:4)_FA 16:0,17705.84112548828,16295.021102905272,13996.401039123535,17550.941207885742,15201.920959472656,14880.581077575684
TAG(60:4)_FA 16:1,18021.04124450684,17929.22135925293,13642.460861206057,20258.681427001957,16053.04108428955,14088.421081542969
TAG(60:4)_FA 18:0,21360.72148132324,18911.861328125,13667.840980529783,19195.56132507324,17291.52121734619,15369.841079711914
TAG(60:4)_FA 18:1,36572.50222015381,30455.20233154297,28220.082153320312,33910.02158355713,30036.98171234131,36787.643032073975
TAG(60:4)_FA 18:2,21752.301696777344,20768.50148010254,19860.381523132324,21059.081199646,21642.34172058105,20015.02124023437
TAG(60:4)_FA 20:0,19626.041381835938,19056.521514892574,15955.64100265503,18374.261344909668,18748.281524658203,19695.021255493164
TAG(60:4)_FA 20:4,89975.06589508057,97291.84428405762,94499.54837799072,90448.94658660889,101449.287651062,88227.3849029541
TAG(60:5)_FA 16:0,17804.621208190918,19605.84149169922,15246.46102142334,21175.221603393555,17562.501258850098,16955.821266174316
TAG(60:5)_FA 16:1,17416.781158447266,16953.94107055664,13465.540859222412,17084.961380004883,14412.341064453123,13548.68088531494
TAG(60:5)_FA 18:0,20209.661415100098,20378.90156555176,17001.541213989258,22064.721893310547,18678.901290893555,17037.081260681152
TAG(60:5)_FA 18:1,18037.00119781494,18857.80140686035,13843.32095336914,18206.08132171631,19498.821533203125,17393.341247558594
TAG(60:5)_FA 18:2,35315.30228424072,30679.762298583984,26660.38201904297,29509.36180114746,32461.78215789795,26285.222129821777
TAG(60:5)_FA 20:0,19793.261322021484,25227.921813964844,19944.34135818481,23486.941318511963,24820.661949157715,25123.4020652771
TAG(60:5)_FA 20:4,19814.14134216309,19738.661430358887,19187.52136993408,20732.92140197754,19213.201362609863,18964.281372070312
TAG(60:6)_FA 16:0,17816.761276245117,18055.221252441406,14552.861141204834,19539.64141845703,16225.40104675293,14294.801071166992
TAG(60:6)_FA 16:1,19528.841430664062,19553.181381225582,16630.06127166748,22514.88165283203,17240.361358642578,17590.001178741455
TAG(60:6)_FA 18:0,22562.381591796875,20703.26141357422,17114.981155395508,20327.381423950195,18483.72132873535,18475.321376800537
TAG(60:6)_FA 18:1,20335.201301574707,20787.621459960938,17283.041160583496,21535.56135559082,20188.041397094727,17882.84136199951
TAG(60:6)_FA 18:2,19802.08137512207,21932.221740722656,16270.121074676514,19371.12133026123,18442.561462402344,15400.48108291626
TAG(60:6)_FA 20:0,24404.121856689453,25629.861709594727,21999.801651000977,25723.341758728027,22692.901809692383,22970.04150390625
TAG(60:6)_FA 20:4,26058.562103271484,22553.34185791016,22212.68147277832,24922.90216064453,24916.32131958008,24018.842014312744
TAG(60:7)_FA 16:0,20249.16162109375,22481.761505126957,22709.76161193848,22862.581802368164,22952.461685180664,21523.621459960938
TAG(60:7)_FA 16:1,19151.34149169922,18435.40127563477,15604.901084899902,18510.00131225586,16746.30113220215,15473.700904846191
TAG(60:7)_FA 18:0,32679.24224853516,30600.70199584961,28650.442169189453,30640.602020263672,27987.52215576172,36787.54248046875
TAG(60:7)_FA 18:1,22155.601501464844,23980.421905517574,20679.001468658447,21465.72137451172,21467.20147705078,19122.461502075195
TAG(60:7)_FA 18:2,21505.64151763916,22003.441734313965,19151.701316833496,20041.581329345703,19624.681381225582,18558.321144104004
TAG(60:7)_FA 20:0,21852.20156860352,24064.781829833984,20446.101432800293,25048.42179870605,21538.12156677246,23293.341674804688
TAG(60:7)_FA 20:4,20500.361328125,20322.161544799805,19102.44147491455,20473.34136581421,21598.541259765625,20246.64126586914
TAG(60:8)_FA 16:0,21970.721557617188,21878.541534423828,18481.861373901367,25690.1619720459,20523.16159057617,18214.141387939453
TAG(60:8)_FA 16:1,22649.521453857426,24164.46173095703,21116.46147918701,23346.54150390625,21011.98137664795,21849.46165466309
TAG(60:8)_FA 18:0,27530.76177978516,26033.761962890625,22943.04162597656,27958.502075195312,24103.38168334961,26191.48201751709
TAG(60:8)_FA 18:1,28203.56185913086,26694.161727905277,29007.80204772949,29414.18194580078,29620.342163085938,30417.022079467773
TAG(60:8)_FA 18:2,21032.00134277344,22798.201629638672,20535.861358642574,21576.74169921875,22275.08178710937,19549.22161102295
TAG(60:8)_FA 20:0,30855.242294311523,24862.40199279785,25179.52178955078,29493.861923217773,25384.86181640625,21609.661659240723
TAG(60:8)_FA 20:4,18431.30117034912,16307.101219177246,17806.42147064209,17974.00115966797,18519.081199646,14792.941024780272
TAG(60:9)_FA 16:0,23663.081634521484,19784.52144241333,17950.42137145996,23120.241607666016,18780.76121520996,17098.22120666504
TAG(60:9)_FA 16:1,19454.281326293945,20722.521286010742,19687.16142272949,24522.64158630371,23154.48161315918,21578.72152709961
TAG(60:9)_FA 18:0,20936.881378173828,18122.001235961918,18184.32120513916,22638.10165405273,17953.981399536133,17467.001319885254
TAG(60:9)_FA 18:1,24260.64179992676,26971.521949768063,25941.841598510742,26552.881950378414,25673.081939697266,25577.04215621948
