Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
TAG(58:4)_FA 16:1,28117.00213623047,28628.94206237793,23312.461456298828,31933.10188293457,39986.5633392334,32572.38240814209
TAG(58:4)_FA 18:0,28571.32209777832,38366.682624816895,21335.041648864742,35279.782806396484,35086.12251281738,25097.001403808597
TAG(58:4)_FA 18:1,30465.40251159668,27286.542121887207,22351.061515808105,30381.28192138672,29011.942001342773,25319.66220092773
TAG(58:4)_FA 18:2,32484.00230407715,35835.38269042969,31278.842262268063,40859.26314544678,48101.78280639648,39542.3034362793
TAG(58:4)_FA 20:0,32376.22232055664,32812.44255065918,24840.64192199707,29998.182174682617,30725.862243652344,26410.46157836914
TAG(58:4)_FA 20:4,24604.841705322266,24528.02198791504,23251.66157150269,28966.942260742188,29584.90219116211,27596.06202697754
TAG(58:5)_FA 16:0,22754.22169494629,23799.721435546875,18697.661170959476,29092.0818939209,26079.02215576172,24575.36172485352
TAG(58:5)_FA 16:1,21171.90156555176,24007.101776123047,15924.761123657228,26856.221908569336,25772.402053833008,18678.28140258789
TAG(58:5)_FA 18:0,44843.68270874024,60257.403411865234,31955.762287139893,48603.3236694336,46843.74346923828,32980.38179016113
TAG(58:5)_FA 18:1,30707.62197875977,39758.50238037109,21508.861656188965,35764.08255004883,36571.582458496094,26447.4817237854
TAG(58:5)_FA 18:2,31166.80256652832,30679.322120666504,27126.622131347656,35870.002502441406,32350.322555541992,27979.40224456787
TAG(58:5)_FA 20:0,31609.40260314941,24957.761672973636,28036.76181030273,30053.28192138672,27661.60205078125,27616.64199066162
TAG(58:5)_FA 20:4,27279.62187194824,27687.341918945312,29486.682189941406,29895.702262878414,33360.62228393555,30626.68256378174
TAG(58:6)_FA 16:0,24251.78200531006,24009.421661376957,20460.461349487305,29442.76211547852,21812.14163208008,22314.821754455566
TAG(58:6)_FA 16:1,22312.021514892574,25463.92213439941,17771.661170959473,28040.561965942383,27448.521942138672,21895.72183227539
TAG(58:6)_FA 18:0,101019.56646728516,218808.2528076172,66124.24398803711,103260.98699951172,109793.10803222656,54202.20379638672
TAG(58:6)_FA 18:1,35205.42182922363,60205.18389892578,32618.201919555664,42547.6630859375,42493.20281982422,36835.4627456665
TAG(58:6)_FA 18:2,33763.36282348633,37992.202728271484,22991.061393737797,36837.04249572754,37799.96273803711,27111.401863098145
TAG(58:6)_FA 20:0,35312.30294799805,32485.22257995605,30247.8819732666,31838.742317199707,31792.12225341797,29982.101989746094
TAG(58:6)_FA 20:4,32739.28221130371,40100.223083496094,28646.02136993408,32180.501983642574,37035.422592163086,33352.34230041504
TAG(58:7)_FA 16:0,36297.90225219727,32395.7223815918,34885.92218017578,38745.14237976074,37169.02215576172,33568.22216796875
TAG(58:7)_FA 16:1,26835.982208251957,22709.781730651852,21237.12133026123,29652.542434692383,23755.621658325195,21307.4415435791
TAG(58:7)_FA 18:0,54474.40408325195,61233.26388549805,45056.02328491211,52254.12390136719,51572.76351928711,40549.7229309082
TAG(58:7)_FA 18:1,66609.90460205078,186827.2128753662,62509.74417114258,70852.4446105957,94370.18670654295,55776.724182128906
TAG(58:7)_FA 18:2,36877.80224609375,58898.74380493164,31492.32221221924,40316.78289794922,42623.30291748047,37146.142486572266
TAG(58:7)_FA 20:0,51639.1442489624,63323.86585998535,64772.285583496094,56557.26341247559,69530.72525024414,47282.64413833618
TAG(58:7)_FA 20:4,27949.782192230225,31512.76243591309,25458.441696166992,27340.40196609497,29418.74225616455,23717.761528015137
TAG(58:8)_FA 16:0,34204.9225769043,36462.04275512695,30179.922073364258,40201.72233581543,37749.442626953125,38293.70263671875
TAG(58:8)_FA 16:1,37411.7428894043,33931.882232666016,34407.66244506836,38571.14294433594,38147.762756347656,34969.88259887695
TAG(58:8)_FA 18:0,49948.34359741211,41479.8630065918,44364.14389038086,50807.82357788086,49946.68350219727,36152.882415771484
TAG(58:8)_FA 18:1,44537.16279602051,58829.66442871094,52354.06332397461,45304.063415527344,52298.20350646973,45983.38298034668
TAG(58:8)_FA 18:2,65631.98498535156,194845.0531616211,60727.34332275391,75152.38507080078,92929.20697021484,54920.223693847656
TAG(58:8)_FA 20:0,36008.38243103027,34498.922302246094,28531.241737365723,41663.94296264648,37227.8028717041,29062.86212158203
TAG(58:8)_FA 20:4,35024.9026184082,37755.86308288574,29779.542388916016,40916.02272796631,37313.642822265625,30092.58226776123
TAG(58:9)_FA 16:0,25441.14176940918,24020.58159637451,21932.201667785645,28359.90217590332,28362.18194580078,23479.60189819336
TAG(58:9)_FA 16:1,36608.843032836914,37695.52279663086,32893.38188171387,42043.00291442871,43163.742736816406,40729.44317626953
TAG(58:9)_FA 18:0,28315.061950683597,24506.14178466797,22647.64179992676,32659.082458496094,27699.72171020508,23177.74158859253
TAG(58:9)_FA 18:1,54586.98350524902,43853.22250366211,45328.26284790039,45676.62347412109,49751.86404418945,42312.32302856445
TAG(58:9)_FA 18:2,44587.30303955078,63279.16491699219,48731.4836730957,46496.06289672852,51778.76373291016,44083.36318969727
TAG(58:9)_FA 20:0,31748.84197998047,33475.34208679199,28549.601593017574,29471.842315673828,36277.10271835327,31700.761932373047
TAG(58:9)_FA 20:4,34569.342346191406,31899.682403564453,31395.46187210083,31879.38230895996,31008.902465820312,27544.322036743164
TAG(60:0)_FA 16:0,18762.32137298584,16656.381286621094,16676.561141967773,20989.82147216797,18122.801357269287,18392.401081085205
TAG(60:0)_FA 16:1,16064.201080322266,14174.100944519045,12566.720916748049,16015.500999450684,17235.981117248535,15349.060997009276
TAG(60:0)_FA 18:0,33236.08203125,34952.60237121582,36760.78297424317,36234.802894592285,56438.804275512695,48344.40325164795
TAG(60:0)_FA 18:1,17057.141082763672,20110.381454467773,17361.061111450195,23262.66166305542,21951.381702423096,18892.68141937256
TAG(60:0)_FA 18:2,16463.461311340332,18094.32134246826,15325.621002197266,20824.86149597168,17669.761169433594,14821.920959472656
TAG(60:0)_FA 20:0,111764.13143539429,111890.36525344849,135251.45168304443,74815.1649017334,101978.24603652954,115290.74520111084
TAG(60:0)_FA 20:4,15731.901187896729,16315.60111618042,14300.901111602783,18242.50115585327,17036.44129562378,16429.681312561035
TAG(60:1)_FA 16:0,17808.821319580078,16085.441123962402,15239.201194763184,20547.481231689453,20056.021171569824,15707.52117538452
TAG(60:1)_FA 16:1,19383.441535949707,17704.98133468628,14935.90098953247,23369.981800079346,22272.461498260494,18714.1012878418
TAG(60:1)_FA 18:0,24789.141487121586,18195.341339111328,20219.70125579834,25426.281829833984,24001.7813873291,20768.32157897949
TAG(60:1)_FA 18:1,44970.4229888916,45063.4236831665,45215.84320831299,47500.32389831543,63637.60346984863,64588.88381958008
TAG(60:1)_FA 18:2,18044.441368103027,18992.50119781494,18964.36127471924,24596.48149871826,23119.841674804688,19384.881587982178
TAG(60:1)_FA 20:0,18256.52143096924,19191.881340026852,17578.441329956055,21915.8017616272,24710.381690979004,21538.161628723145
TAG(60:1)_FA 20:4,28941.821907043457,29428.802207946777,26292.722091674805,27066.46202468872,28682.001808166504,32445.02187347412
TAG(60:10)_FA 16:0,17962.161392211914,18384.18128967285,16957.281127929688,23920.04160308838,18125.281356811523,18089.361282348636
TAG(60:10)_FA 16:1,23879.201705932617,21131.58139801025,17383.901107788086,25108.30174255371,23416.961837768555,20103.50151824951
TAG(60:10)_FA 18:0,22305.26153564453,20908.92147064209,16315.961296081545,25633.021942138672,24077.18194961548,18813.58144378662
TAG(60:10)_FA 18:1,18981.12131500244,19186.381317138672,19148.20132446289,23498.00184631348,22003.98159790039,19295.641555786133
TAG(60:10)_FA 18:2,24673.201778411865,28191.18231201172,25814.86158752441,30728.02215576172,32743.242736816406,33426.98197937012
TAG(60:10)_FA 20:0,31250.00234603882,26689.082061767574,24211.501571655277,42054.50342559815,53894.86348724365,22672.64172363281
TAG(60:10)_FA 20:4,23407.801513671875,23577.36151123047,21691.80155944824,29442.06202697754,26300.581481933597,23097.881523132324
TAG(60:11)_FA 16:0,32852.02227783203,37515.60241699219,24136.061767578125,38517.68292236328,32878.682373046875,28122.8219909668
TAG(60:11)_FA 16:1,18626.321327209476,17037.141143798828,16325.941123962402,22898.82148742676,21248.50144958496,19479.4613609314
TAG(60:11)_FA 18:0,26566.381896972656,28476.12203979492,26721.72177505493,27473.00177001953,29077.802032470703,32966.681900024414
TAG(60:11)_FA 18:1,21875.36144256592,22538.121452331543,18932.621601104736,22425.861671447758,19695.361503601074,20504.42135620117
TAG(60:11)_FA 18:2,19284.181411743164,21152.1618347168,18697.881172180176,22507.941650390625,22549.20149230957,21566.161682128903
TAG(60:11)_FA 20:0,19900.441482543945,16259.701190948486,17846.301239013672,21060.64161300659,19429.741298675537,16993.821258544922
TAG(60:11)_FA 20:4,23676.42163085937,23548.16146850586,22196.98139190674,26011.54189300537,24197.38175201416,20532.90153503418
TAG(60:12)_FA 16:0,21259.721618652344,20830.64134216309,15620.301162719728,21210.861541748047,20272.48151397705,16213.901264190674
TAG(60:12)_FA 16:1,34773.582580566406,32797.282135009766,24805.18182373047,35032.86251831055,35518.802673339844,30729.38201904297
TAG(60:12)_FA 18:0,18204.421508789062,18781.28106689453,17659.26132965088,23869.28204345703,24540.64195251465,17793.96116256714
TAG(60:12)_FA 18:1,33378.982009887695,33822.9624710083,31227.04209136963,29902.38229370117,34211.40216064453,39811.22272491455
TAG(60:12)_FA 18:2,18674.38117980957,22617.30160522461,19584.421447753903,23679.46144104004,24713.521560668945,20871.601501464844
TAG(60:12)_FA 20:0,40971.84259033203,45104.86328125,38108.00262451172,43405.68313598633,39202.782653808594,40228.00277709961
TAG(60:12)_FA 20:4,27204.7419128418,25715.781845092773,23009.121589660645,29032.86193847656,24919.741806030277,25504.30192565918
TAG(60:2)_FA 16:0,19776.501358032227,16033.9409866333,16035.120994567871,21649.74153137207,18482.74133300781,18100.141468048096
TAG(60:2)_FA 16:1,17523.901287078857,15423.74105834961,16541.760971069336,22281.10154724121,19165.54133605957,16383.901092529297
TAG(60:2)_FA 18:0,19972.92137145996,18710.341247558597,14561.441078186035,24563.12172317505,20771.821449279785,18941.36131286621
TAG(60:2)_FA 18:1,22816.14163208008,21778.301681518555,20662.78140258789,24572.42160797119,26543.12181854248,23830.34191131592
TAG(60:2)_FA 18:2,44403.12356567383,46605.64292907715,42398.02291107178,46323.60330200195,69452.26373291016,59044.6641998291
TAG(60:2)_FA 20:0,22495.961280822758,24531.441986083984,20786.58149337769,31598.202224731445,35095.2024269104,28404.741443634037
TAG(60:2)_FA 20:4,19526.321308135983,17556.32134246826,16361.9810256958,17264.28119659424,20425.041496276852,17459.441276550293
TAG(60:3)_FA 16:0,15802.341049194336,15223.14093017578,14782.361152648926,23621.081581115723,20254.001495361328,16509.26123046875
TAG(60:3)_FA 16:1,19140.26123046875,15978.701141357422,16147.04104232788,19370.281295776367,20676.281272888184,16641.381187438965
TAG(60:3)_FA 18:0,39116.10285949707,35465.901596069336,33945.20291900635,39798.58263778687,52754.94383239746,33359.482749938965
TAG(60:3)_FA 18:1,19614.441207885742,20998.52166748047,17736.2212600708,23657.02166748047,23508.581634521484,20546.0016784668
TAG(60:3)_FA 18:2,21537.40168762207,21287.26146697998,19682.82144165039,26351.12190246582,27849.561950683597,23348.38164520264
TAG(60:3)_FA 20:0,21757.441772460938,21312.541381835938,17664.50128173828,24793.621925354004,25605.90193176269,18039.2611618042
TAG(60:3)_FA 20:4,20492.761421203613,23041.621505737305,19555.04126358032,20800.9015045166,18787.801307678223,20530.98129272461
TAG(60:4)_FA 16:0,17705.84112548828,16295.021102905272,13996.401039123535,19983.64143371582,18235.081314086918,16197.201156616213
TAG(60:4)_FA 16:1,18021.04124450684,17929.22135925293,13642.460861206057,18899.34149169922,18637.7014541626,15646.041122436523
TAG(60:4)_FA 18:0,21360.72148132324,18911.861328125,13667.840980529783,25991.32215881348,24115.18154144287,18137.08123016357
TAG(60:4)_FA 18:1,36572.50222015381,30455.20233154297,28220.082153320312,31506.08211517334,41425.66287231445,33147.70234298706
TAG(60:4)_FA 18:2,21752.301696777344,20768.50148010254,19860.381523132324,24599.961486816406,22149.60148620605,21381.701171875
TAG(60:4)_FA 20:0,19626.041381835938,19056.521514892574,15955.64100265503,22070.041534423828,20710.641387939453,18925.681449890137
TAG(60:4)_FA 20:4,89975.06589508057,97291.84428405762,94499.54837799072,56117.98265838623,79231.74552154541,96759.74563598631
TAG(60:5)_FA 16:0,17804.621208190918,19605.84149169922,15246.46102142334,22575.661560058597,20552.82164001465,17466.66135406494
TAG(60:5)_FA 16:1,17416.781158447266,16953.94107055664,13465.540859222412,18495.64123535156,16286.66120147705,15297.581104278564
TAG(60:5)_FA 18:0,20209.661415100098,20378.90156555176,17001.541213989258,25309.20143890381,21757.941360473636,17988.001457214355
TAG(60:5)_FA 18:1,18037.00119781494,18857.80140686035,13843.32095336914,23972.94167327881,25287.241622924805,19930.34135437012
TAG(60:5)_FA 18:2,35315.30228424072,30679.762298583984,26660.38201904297,34104.28254699707,42317.48252868652,33063.58238220215
TAG(60:5)_FA 20:0,19793.261322021484,25227.921813964844,19944.34135818481,24278.14191436768,25365.94171142578,25672.34177017212
TAG(60:5)_FA 20:4,19814.14134216309,19738.661430358887,19187.52136993408,20657.86163330078,23179.78164672852,20878.2412147522
TAG(60:6)_FA 16:0,17816.761276245117,18055.221252441406,14552.861141204834,21124.64144897461,18684.281120300293,17119.60122680664
TAG(60:6)_FA 16:1,19528.841430664062,19553.181381225582,16630.06127166748,22885.06155395508,21384.301361083984,20124.82135772705
TAG(60:6)_FA 18:0,22562.381591796875,20703.26141357422,17114.981155395508,25832.081573486328,20354.24126434326,21178.00154113769
TAG(60:6)_FA 18:1,20335.201301574707,20787.621459960938,17283.041160583496,22057.0613861084,22564.68169403076,19834.501598358154
TAG(60:6)_FA 18:2,19802.08137512207,21932.221740722656,16270.121074676514,25443.401626586918,23253.861686706543,18211.4411277771
TAG(60:6)_FA 20:0,24404.121856689453,25629.861709594727,21999.801651000977,29473.302001953125,27440.761917114258,24424.58187866211
TAG(60:6)_FA 20:4,26058.562103271484,22553.34185791016,22212.68147277832,30991.52201461792,33019.70266723633,29392.60271453857
TAG(60:7)_FA 16:0,20249.16162109375,22481.761505126957,22709.76161193848,26768.30166625977,27959.841766357426,23788.701690673828
TAG(60:7)_FA 16:1,19151.34149169922,18435.40127563477,15604.901084899902,21069.08132171631,20718.36153411865,18113.541145324707
TAG(60:7)_FA 18:0,32679.24224853516,30600.70199584961,28650.442169189453,34269.04200744629,34542.54260253906,29585.36173248291
TAG(60:7)_FA 18:1,22155.601501464844,23980.421905517574,20679.001468658447,23174.10167694092,22336.76146697998,22398.841567993164
TAG(60:7)_FA 18:2,21505.64151763916,22003.441734313965,19151.701316833496,24016.00161743164,23507.641494750977,23498.501831054688
TAG(60:7)_FA 20:0,21852.20156860352,24064.781829833984,20446.101432800293,23612.981506347656,25424.86180114746,23334.261657714844
TAG(60:7)_FA 20:4,20500.361328125,20322.161544799805,19102.44147491455,23960.7816696167,23450.40184020996,20192.601501464844
TAG(60:8)_FA 16:0,21970.721557617188,21878.541534423828,18481.861373901367,24930.162109375,22329.921508789062,21489.141479492188
TAG(60:8)_FA 16:1,22649.521453857426,24164.46173095703,21116.46147918701,28271.422119140625,26854.841796875,22300.88151550293
TAG(60:8)_FA 18:0,27530.76177978516,26033.761962890625,22943.04162597656,33147.40249633789,34147.22227478027,30415.24186706543
TAG(60:8)_FA 18:1,28203.56185913086,26694.161727905277,29007.80204772949,30822.28239440918,32568.94255065918,28250.92196655273
TAG(60:8)_FA 18:2,21032.00134277344,22798.201629638672,20535.861358642574,21640.121459960938,22506.841751098636,23868.161544799805
TAG(60:8)_FA 20:0,30855.242294311523,24862.40199279785,25179.52178955078,31111.642044067383,27900.021850585938,23593.461791992188
TAG(60:8)_FA 20:4,18431.30117034912,16307.101219177246,17806.42147064209,20289.20128250122,18872.08142089844,16288.401123046877
TAG(60:9)_FA 16:0,23663.081634521484,19784.52144241333,17950.42137145996,25809.54182434082,22276.001556396484,19662.76156616211
TAG(60:9)_FA 16:1,19454.281326293945,20722.521286010742,19687.16142272949,23896.921844482426,23641.56167602539,21021.541709899902
TAG(60:9)_FA 18:0,20936.881378173828,18122.001235961918,18184.32120513916,24355.2216796875,22430.281677246094,19953.461265563965
TAG(60:9)_FA 18:1,24260.64179992676,26971.521949768063,25941.841598510742,31098.92246246338,33174.7825012207,34049.40221405029
TAG(60:9)_FA 18:2,27780.022033691406,24738.401779174805,28390.24174499512,28861.46225738525,34320.22213745117,30512.162406921387
TAG(60:9)_FA 20:0,23506.661598205566,19873.001419067383,18259.361328125,22581.52149963379,22519.92176818848,19359.621391296387
TAG(60:9)_FA 20:4,23079.601737976074,23661.82185363769,20515.041427612305,25662.101852416992,24327.06145477295,26571.24193572998
TetradecanoylcarnitineO-tetradecanoylcarnitine,1358860.1977539062,1362748.5192871094,1466199.9221191406,1429469.1391601562,1199532.0002441406,1401760.232421875
cis-5-Tetradecenoylcarnitine,2996570.5178222656,2327061.6833496094,2498998.4096679688,1225282.1127929688,1738371.5986328125,1479865.5439453125
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",409572.60858154297,315141.1229248047,127826.9700012207,607827.5447998047,525964.3529052734,172992.2515258789
