Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Sample Name Incomplete,Position,Genotype,Group,Sex,Age (weeks),Dilution Factor ,method_type,Blank Subtraction
LPC(3:1),312.1,184.1,986.5400581359863,312.1 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(3:0),PC(O-3:0)",314.1,184.1,994.3800659179688,314.1 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(4:0),PC(O-4:0),PC(O-5:0)",328.2,184.1,1183.2000732421875,328.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(4:0),LPC(5:0)",342.2,184.1,1458.240104675293,342.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(6:0),356.2,184.1,1078.0800743103027,356.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(6:0),LPC(7:0)",370.2,184.1,1110.780071258545,370.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(8:0),384.2,184.1,1137.4200859069824,384.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(O-10:1),396.3,184.1,1079.7200622558594,396.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(8:0),LPC(9:0)",398.2,184.1,1113.560073852539,398.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(10:0),PC(O-10:0)",412.2,184.1,1381.2601051330566,412.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(10:0),LPC(11:0)",426.3,184.1,1133.740077972412,426.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(O-12:1),438.3,184.1,1255.4600791931152,438.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(12:0),440.3,184.1,1145.0000915527344,440.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(12:4),446.2,184.1,1293.7600860595703,446.2 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(O-13:1),LPC(P-14:0)",452.3,184.1,1077.680076599121,452.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(12:0),LPC(13:0),LPC(O-14:0)",454.3,184.1,1158.0000953674316,454.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(14:1),LPC(P-15:0)",466.3,184.1,1100.2200736999512,466.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(14:0),PC(O-14:0),LPC(O-15:0)",468.3,184.1,1347.9600868225098,468.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(15:1),LPC(O-16:1),LPC(P-16:0)",480.3,184.1,1080.9000778198242,480.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(14:0),LPC(15:0),LPC(O-16:0)",482.4,184.1,1216.7800788879395,482.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(16:1),LPC(P-17:0)",494.4,184.1,1323.8200912475586,494.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",496.4,184.1,7908.7606201171875,496.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(16:4),502.3,184.1,1069.9800720214844,502.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(17:2),LPC(P-18:1)",506.4,184.1,1062.680076599121,506.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",508.4,184.1,1126.7600784301758,508.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(16:0),PC(O-17:0),LPC(O-18:0)",510.4,184.1,1193.6200866699219,510.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(18:4),516.3,184.1,1037.7400741577148,516.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(18:3),518.3,184.1,1061.9000625610352,518.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(18:2),LPC(P-19:1)",520.4,184.1,2659.480182647705,520.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(18:1),PC(O-18:1),PC(P-18:0)",522.4,184.1,4595.920341491699,522.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",524.4,184.1,4094.6802673339844,524.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(O-20:4),530.4,184.1,1177.0800857543945,530.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(19:3),532.3,184.1,1004.380069732666,532.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(18:1),LPC(19:1),PC(O-19:1),LPC(P-20:0)",536.4,184.1,1207.3400917053223,536.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(18:0),LPC(19:0),PC(O-19:0),LPC(O-20:0)",538.4,184.1,1168.54008102417,538.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(20:5),542.3,184.1,1166.4400901794434,542.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(20:4),544.3,184.1,1251.7000732421875,544.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(20:3),546.4,184.1,1215.5600852966309,546.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"LPC(20:2),PC(O-20:2)",548.4,184.1,1082.0000686645508,548.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",550.4,184.1,1133.980079650879,550.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(19:0),LPC(20:0),PC(O-20:0)",552.4,184.1,1240.3400917053223,552.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(20:4),LPC(21:4)",558.4,184.1,1039.0200691223145,558.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(20:1),PC(O-21:1)",564.4,184.1,1105.8800811767578,564.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(20:0),LPC(21:0),PC(O-21:0)",566.4,184.1,1079.0800666809082,566.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(22:6),568.3,184.1,1063.1400718688965,568.3 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(22:5),570.4,184.1,1104.7400817871094,570.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(22:4),572.4,184.1,1134.0200843811035,572.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(22:2),576.4,184.1,1058.6400718688965,576.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(21:1),LPC(22:1)",578.4,184.1,1365.7601051330566,578.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(21:0),LPC(22:0),PC(O-22:0)",580.4,184.1,1461.0200958251953,580.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(22:1),592.4,184.1,1046.4600715637207,592.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(22:0),594.4,184.1,1193.9600830078125,594.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(24:1),606.4,184.1,1037.6800804138184,606.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
LPC(24:0),608.5,184.1,1225.9800834655762,608.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(24:0),622.4,184.1,1521.7801132202148,622.4 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(25:0),636.5,184.1,1182.7000732421875,636.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(26:1),648.5,184.1,1068.6600799560547,648.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(26:0),650.5,184.1,2059.5001487731934,650.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(27:1),PC(P-28:0)",662.5,184.1,1095.8200759887695,662.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(27:0),PC(O-28:0)",664.5,184.1,1301.4600982666016,664.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(28:2),674.5,184.1,1186.1400871276855,674.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(28:1),PC(P-29:0)",676.5,184.1,1331.660099029541,676.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(28:0),PC(O-29:0)",678.5,184.1,1501.2601051330566,678.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(29:2),PC(P-30:1)",688.5,184.1,1066.9600677490234,688.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(29:1),PC(O-30:1),PC(P-30:0)",690.5,184.1,1142.400074005127,690.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(29:0),PC(O-30:0)",692.6,184.1,1293.8400955200195,692.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(30:4),698.5,184.1,1155.5800819396973,698.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(30:3),700.5,184.1,1116.9600677490234,700.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(30:2),PC(P-31:1)",702.5,184.1,1027.9400787353516,702.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(30:1),PC(O-31:1),PC(P-31:0)",704.6,184.1,1830.6601295471191,704.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(30:0),PC(O-31:0)",706.6,184.1,1580.7601356506348,706.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(31:4),712.5,184.1,1123.8000831604004,712.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(31:3),PC(O-32:3)",714.5,184.1,1059.8600769042969,714.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(31:2),PC(O-32:2),PC(P-32:1)",716.6,184.1,1108.6800804138184,716.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(31:1),PC(O-32:1),PC(P-32:0)",718.6,184.1,1036.7200736999512,718.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(31:0),PC(O-32:0)",720.6,184.1,1627.8001022338867,720.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(32:5),724.5,184.1,1551.2601127624512,724.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(32:4),726.5,184.1,1165.440086364746,726.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(32:3),PC(P-33:2)",728.6,184.1,1024.2200736999512,728.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(32:2),PC(O-33:2),PC(P-33:1)",730.6,184.1,1084.3800773620605,730.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(32:1),PC(O-33:1),PC(P-33:0)",732.6,184.1,1598.6801109313965,732.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(32:0),PC(O-33:0)",734.6,184.1,2047.0401344299316,734.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:5),PC(P-34:4)",738.5,184.1,1248.2200965881348,738.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:4),PC(O-34:4),PC(O-34:4),PC(P-34:3)",740.6,184.1,1097.420078277588,740.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:3),PC(O-34:3),PC(P-34:2)",742.6,184.1,1131.6000709533691,742.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:2),PC(O-34:2),PC(P-34:1)",744.6,184.1,1257.5800895690918,744.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:1),PC(O-34:1),PC(P-34:0)",746.6,184.1,1384.620101928711,746.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(33:0),PC(O-34:0)",748.6,184.1,1284.7400970458984,748.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(34:6),750.5,184.1,1161.0000801086426,750.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(34:5),752.5,184.1,1155.0000839233398,752.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(34:4),PC(O-35:4)",754.6,184.1,1091.4800758361816,754.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(34:3),PC(P-35:2)",756.6,184.1,1841.5201377868652,756.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(34:2),PC(O-35:2),PC(P-35:1)",758.6,184.1,14546.601104736328,758.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(34:1),PC(O-35:1),PC(P-35:0)",760.6,184.1,24446.60189819336,760.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(34:0),PC(O-35:0)",762.6,184.1,3316.6802558898926,762.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(35:6),PC(P-36:5)",764.6,184.1,1140.4200744628906,764.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(35:5),PC(O-36:5),PC(P-36:4)",766.6,184.1,1102.1400680541992,766.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(35:4),PC(O-36:4),PC(P-36:3)",768.6,184.1,1270.5200881958008,768.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(35:3),PC(O-36:3),PC(P-36:2)",770.6,184.1,1269.540096282959,770.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(35:2),PC(O-36:2),PC(P-36:1)",772.6,184.1,1357.06010055542,772.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",774.6,184.1,2014.0201568603516,774.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(36:7),PC(35:0),PC(O-36:0)",776.7,184.1,1483.8200912475586,776.7 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(36:6),778.5,184.1,1051.920078277588,778.5 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
PC(36:5),780.6,184.1,1204.5800743103027,780.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(36:4),PC(O-37:4)",782.6,184.1,3714.420280456543,782.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(36:3),PC(P-37:2)",784.6,184.1,3154.4602127075195,784.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(O-38:9),PC(36:2),PC(O-37:2),PC(P-37:1)",786.6,184.1,7848.400497436523,786.6 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(O-38:8),PC(36:1),PC(O-37:1),PC(P-37:0)",788.7,184.1,6266.940528869629,788.7 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",790.7,184.1,1844.1601181030273,790.7 -> 184.1,PC,PC_Blank_Blank_Blank_N1_loading_size_2_13_25,Blank_Blank_Blank,Blank,P1-A2,Blank,Blank,Blank,Blank,Blank,PC,0.0
