Lipid,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype_WT__Brain_Region_cortex,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo,Genotype__WT___Brain_Region__hippo
PE (18:4),82343.32641601562,201368.0524902344,90063.30700683594,69796.78509521484,70810.50482177734,90006.40637207031
PE (20:0),84132.3056640625,82458.14520263672,1467.8600997924805,77286.6248626709,76253.96626281738,1588.1001091003418
PE (20:1),97648.90649414062,81073.38589477539,1671.5801162719729,72980.9850769043,73587.84573364258,2695.5202140808105
PE (20:2),1229224.732055664,559597.3794555664,3073.3002395629883,378889.0256347656,614424.4589233398,63769.2868270874
PE (20:3),104227.80764770508,123653.10845947266,37117.30270385742,103694.52783203124,110900.14822387695,44807.20347595215
PE (20:4),108318.18682861328,124984.84832763672,60827.88363647461,104865.50793457033,127224.78942871094,54445.02387237549
PE (20:5),732233.171875,797132.337890625,488420.8327636719,738379.791015625,800877.8359375,518924.2373046875
PE (21:0),66939.78466796875,54074.68392944336,41492.24278259277,49264.70359802246,55287.48327636719,29898.50227355957
PE (22:0),97243.7667541504,86593.72424316406,95294.826171875,72861.88485717773,85154.52685546875,83184.52642822266
PE (22:1),42943.62309265137,44281.82321166992,35150.7420501709,39251.5827331543,43704.86242675781,26482.661682128903
PE (22:2),59091.943115234375,54639.383361816406,43848.58335876465,53676.06394958496,53040.824768066406,42119.42337036133
PE (22:4),81566.86633300781,90041.14682006836,77859.36608886719,82694.70657348633,106378.72772216795,43672.10299682617
PE (22:6),185382.71411132807,286685.2371826172,228603.2176513672,195587.2347412109,221474.73388671875,106081.2077331543
PE (24:0),43682.74295043945,47011.8235168457,39657.622955322266,41560.022872924805,41295.20309448242,33904.96186828613
PE (26:0),102250.0480041504,102479.26773071288,90652.58596801758,96859.08624267578,98177.4859008789,72471.06517028809
PE (26:1),114092.00830078124,116429.5284423828,106477.78747558594,121107.60864257812,116782.46850585938,104919.30712890624
PE (28:0),47399.24353027344,54577.263916015625,37197.56253051758,52136.662658691406,52172.60412597656,34640.96250915527
PE (28:1),42022.8828125,44667.483642578125,36677.30233764648,44220.12316894531,43491.26330566406,33705.482177734375
PE (28:2),131533.51000976562,139715.01049804688,117034.18994140624,129608.32934570312,138689.349609375,116700.02746582033
PE (30:0),83967.88562011719,91275.20666503906,67820.20471191406,81496.76538085938,81101.92565917969,70382.06481933594
PE (30:1),91577.96685791016,54101.08386230469,50869.00341796875,52558.024322509766,51788.38320922852,46308.02331542969
PE (30:2),47098.9033203125,51479.28369140625,40668.88250732422,48958.66369628906,48445.52290344238,34740.76240539551
PE (30:3),58273.96307373047,54835.063415527344,40085.26266479492,46851.52331542969,44321.46353149414,34036.50228881836
PE (30:4),51100.60339355469,44105.40307617188,34649.60223388672,44061.3228302002,43484.34329223633,29198.56202697754
PE (32:0),218742.9595336914,256683.47790527344,166001.01239013672,235773.85467529297,247964.35681152344,173579.83303833008
PE (32:1),51087.24368286133,55252.40426635742,47707.06365966797,50416.90365600586,52911.8037109375,40300.86306762695
PE (32:2),79047.24588012695,79976.52563476562,78920.48678588867,77358.9458618164,78640.70446777344,78354.88635253906
PE (32:3),139020.3292236328,166798.53131103516,160632.61221313477,176691.47052001953,178974.05419921875,182285.79399108887
PE (32:4),106436.44775390624,74772.28591918945,65055.44409179688,72803.66616821289,72476.96487426758,58979.92387390137
PE (32:5),64396.98461914063,62990.60443115234,54692.684143066406,301849.82287597656,62305.26446533203,50900.243896484375
PE (34:1),154230.693359375,242169.9748535156,244517.97619628903,112135.12887573242,169469.21209716797,178431.5951538086
PE (34:2),67467.1044921875,75603.24560546875,69868.2458190918,59683.94404602051,60077.52410888672,58651.923736572266
PE (34:3),50764.58346557617,59615.02346801758,47756.18338012695,56413.88391113281,55923.38397216797,42465.46319580078
PE (34:4),48044.86331176758,50860.0033569336,40208.74313354492,46857.543395996094,48519.98294067383,36337.12278747559
PE (34:5),84947.0259399414,107643.1879272461,75418.52438354492,116700.08865356444,93881.1455078125,72845.98544311523
PE (34:6),56699.82434082031,60115.024658203125,49331.30387878418,112020.38635253906,61395.684631347656,50005.38317871094
PE (36:0),118246.54736328124,176698.75421142578,149607.1118774414,103312.9464111328,128972.02883911131,124607.12768554688
PE (36:1),218164.35205078125,328929.4031982422,297385.28314208984,150529.97076416016,192602.7321166992,228989.95416259769
PE (36:3),80088.82482910156,95504.64611816406,101700.72857666016,78074.70526123047,88794.52551269531,79327.86614990234
PE (36:4),152470.03186035156,241550.47564697263,219764.837890625,142323.13110351562,212909.3133544922,201924.2946166992
PE (36:5),61410.48400878906,68776.26470947266,60447.3039855957,60648.50375366211,65319.92459106445,53462.08337402344
PE (36:6),58793.9638671875,67271.98522949219,53454.98352050781,66794.52532958984,61342.40490722656,53516.103759765625
PE (36:7),46432.063385009766,55251.98394775391,46287.52349853516,51529.70385742188,50218.323638916016,41648.96304321289
PE (36:8),80920.4859008789,89937.98669433594,75941.78555297852,76205.1455078125,80093.08514404297,71274.2446899414
PE (38:0),129761.2289428711,242607.4946899414,209017.13568115237,134704.96978759766,157630.7899169922,162306.8099975586
PE (38:0)_2,129204.46966552734,237365.8583984375,197329.95361328125,132708.82983398438,155252.9287109375,160129.6923828125
PE (38:1),92108.32611083984,143178.7108154297,113219.34753417967,98369.44647216795,96878.24713134766,90289.98583984376
PE (38:2),82006.00598144531,97908.30755615234,88503.38665771484,80244.68615722656,83410.38571166992,76378.66479492188
PE (38:3),141843.2300415039,225172.31842041016,224891.23858642575,146073.1885986328,200876.7137451172,194966.27319335935
PE (38:5),247667.33850097656,351137.78326416016,341453.66387939453,173846.97064208984,260921.21997070312,253944.4948120117
PE (38:6),394748.89349365234,812677.4947509766,737133.0584106445,296464.73986816406,484209.3832397461,525878.2763671875
PE (38:7),448657.7229614258,428626.08984375,534994.2560424805,327741.7397460937,386210.088256836,507042.868347168
PE (38:8),86028.88543701172,99728.26611328124,75118.48553466797,74431.96447753906,76320.56567382812,72529.78521728516
PE (38:9),87587.40612792969,90469.0062866211,78527.345703125,86854.54583740234,77777.2251586914,78478.62518310547
PE (40:0) | PEp (42:6),773127.8358154297,866622.1533203125,613230.7310180664,724774.1387939453,814250.5534667969,571985.6387939453
PE (40:0) | PEp (42:6)_2,724214.4650878906,777254.9626464844,588412.1475830078,679525.7001953125,701337.6924438477,533587.0078735352
PE (40:1),58242.06384277344,65968.48486328125,50532.14340209961,60119.84387207031,59011.16442871094,52186.68353271485
PE (40:10),140631.26953125,121859.42785644533,120207.80688476562,95063.46704101562,110046.14739990234,107620.90631103516
PE (40:2),94437.1671142578,115422.14947509766,95128.44677734376,113209.74835205078,87569.3657836914,79075.48504638672
PE (40:3),78103.80596923828,92991.6860961914,82066.52612304688,85724.40606689453,89004.38525390625,75306.4652709961
PE (40:4),166557.65283203125,287013.3419189453,274893.4588623047,157827.95080566406,235512.6371459961,205376.81317138672
PE (40:5),197005.73321533203,348541.12451171875,335866.7429199219,160225.27221679688,224993.8358154297,227062.451171875
PE (40:7),170593.48974609375,289568.5792236328,262864.318359375,153381.9522705078,183747.09313964844,166646.31176757812
PE (40:8),99558.12707519533,94253.70654296876,85259.0658569336,83447.58660888672,89308.98571777344,69000.82531738281
PE (40:9),75348.4458618164,72730.40496826172,64214.04498291016,76824.02557373047,73816.24584960938,62780.94445800781
PE (42:0),56539.02423095703,58189.08471679688,46664.32345581055,62103.08404541016,53817.16397094727,39326.183197021484
PE (42:1),78242.1460571289,78728.10552978516,78220.14559936523,65519.50540161133,70196.28509521484,64567.984375
PE (42:10),103207.06707763672,107352.72802734376,86554.72564697266,86566.56646728516,95764.58465576172,70341.48449707031
PE (42:11),282842.1987915039,295777.7412109375,267561.0255432129,290554.81951904297,280566.17932128906,230996.53704833984
PE (42:2),111901.90783691406,105577.4678955078,93198.76635742188,88260.82513427734,104298.94635009766,80198.26544189453
PE (42:2)_2,117095.98803710938,97625.7275390625,89923.90692138672,84549.60470581055,95178.58724975586,76725.82623291016
PE (42:3),97899.6870727539,91917.58520507812,75507.82537841797,80408.94598388672,86417.08514404297,64282.884033203125
PE (42:4),52811.263671875,56289.50415039063,47593.28329467773,52088.6838684082,53156.463134765625,40667.0029296875
PE (42:5),56801.82391357422,58653.56433105469,47999.62310791016,53057.16363525391,53827.3037109375,42839.32336425781
PE (42:6),58609.404541015625,63437.14434814453,46240.80352783203,55623.96380615234,55851.14392089844,43148.06314086914
PE (42:7),60102.903869628906,68533.22448730469,52911.42449951172,64177.40460205078,59271.9447631836,49385.68371582031
PE (42:9),104353.62713623048,102575.92584228516,103216.32818603516,84289.90618896484,92345.34600830078,79253.08590698242
PE (44:0),38184.34267425537,37649.022857666016,32886.68236541748,45336.58337402344,40328.282890319824,28529.60178375244
PE (44:1),39070.18296813965,35791.882694244385,34547.242362976074,39634.203125,36901.74275970459,29996.16241455078
PE (44:12),50180.663330078125,57951.02404785156,47060.00326538086,54226.60452270508,51576.48370361328,39589.68264770508
PE (44:2),38098.58279418945,39984.50280761719,35298.3625793457,39453.70297241211,39591.76249694824,31088.20217895508
PE (44:3),42581.84326171875,41059.40252685547,36489.08267211914,43475.38265991211,41041.44250488281,32310.54214477539
PE (44:4),45224.743225097656,39325.94268798828,36044.36260986328,40132.222747802734,42278.96273803711,28749.402114868164
PE (44:5),46622.98309326172,46198.68353271485,37450.72268676758,45982.8232421875,46399.4631652832,34264.0224609375
PE (44:6),49749.34399414063,48166.52359008789,44181.28326416016,43923.80337524414,47911.403381347656,37634.0426940918
PE (44:7),52070.884216308594,50861.74337768555,41794.54318237305,51300.06365966797,48806.60363769531,41128.662658691406
PE (44:8),46730.22341918945,48981.68371582031,41565.38272094727,50418.28308105469,46012.403259277344,38508.54254150391
PE (46:1),37066.88287353516,35373.66261291504,31517.34250640869,31876.08221435547,36917.66253662109,27632.481910705566
PE (52:4),28129.282012939453,26462.541931152344,24697.781524658203,24187.70178222656,23526.021484375,19176.801315307617
PEo (18:0),76938.20446777344,64030.94467163086,78885.4856262207,68088.34405517578,66571.08517456055,78378.76693725586
PEo (18:1),177609.5901184082,124362.16766357422,178808.41259765625,109239.18850708008,135530.58767318726,190118.36892700195
PEo (20:0),37509.24255371094,37430.22286987305,31773.202377319336,35613.00216674805,33182.06246948242,29272.562103271484
PEo (28:0),53408.403411865234,59609.32391357422,50720.42398071289,59239.76473999024,59535.46432495117,46987.74301147461
PEo (30:0),639415.3953552246,553249.5683288574,667432.3133239746,378353.2616577149,578905.7716674805,822827.6024475098
PEo (32:1),70100.7446899414,78035.60656738281,66772.3441772461,67421.98468017578,73580.26403808594,63721.384338378906
PEo (32:5),52718.44302368164,51982.12289428711,43282.22328186035,51560.80325317383,46728.762786865234,37026.002502441406
PEo (34:0),59802.00408935547,64632.28378295898,55802.82400512695,59119.803955078125,60086.18377685547,60737.84414672852
PEo (34:1),64402.364654541016,79426.98486328125,69444.18453979492,63923.82458496094,71350.74481201172,63323.06378173828
PEo (34:2),97502.56817626952,97252.3070678711,92902.66607666016,76823.70556640625,85317.30572509766,78987.34591674805
PEo (34:3),71678.52508544922,52152.243591308594,46889.40328979492,51254.22296142578,50928.58319091797,39389.42266845703
PEo (34:4),51438.76336669922,53120.68350219727,45029.86306762695,67384.94439697266,53790.38397216797,40294.30340576172
PEo (36:0),46337.083099365234,49936.48355102539,43298.44290161133,51120.86376953125,46126.7239074707,41524.72317504883
PEo (36:1),71407.46466064453,76528.62591552734,70667.42611694336,64319.28472900391,65816.24432373047,63164.76403808594
PEo (36:2),76567.8442993164,92981.86694335938,75222.6254272461,66350.66421508789,67611.78497314453,66696.0844116211
PEo (36:3),74189.62512207031,104341.9266052246,81331.86529541016,74987.84545898438,76933.68505859375,71872.90441894531
PEo (36:4),67878.16467285156,86054.42559814453,69081.6244506836,75967.44512939453,79799.72631835938,60569.66442871094
PEo (36:5),59866.76412963867,69164.98526000977,60921.40365600586,57460.804107666016,61903.16452026367,57476.10424804688
PEo (38:0),332766.72637939453,343708.8399658203,397464.12353515625,251507.4571533203,302816.6423339844,366533.798828125
PEo (38:1),85216.22662353516,91455.66723632812,72497.42517089844,71408.36505126953,75775.18572998047,67459.20495605469
PEo (38:2),79928.90563964844,83461.92602539062,73385.28485107422,76056.22564697266,71486.80529785156,68584.60485839844
PEo (38:3),69430.30529785156,76780.00610351562,62912.66436767578,65397.18395996094,64885.00408935547,57750.544342041016
PEo (38:4),92418.24658203124,129701.30682373048,112231.58654785156,97347.30651855467,112377.72857666016,97944.74700927734
PEo (38:5),91941.32635498048,141368.2294921875,129745.5485534668,82201.54516601562,116473.88897705078,111325.44873046876
PEo (38:6),98562.04724121094,173657.81365966797,142710.3310546875,95076.48684692384,115633.60717773438,118123.86798095705
PEo (40:0),164939.2127685547,272763.0583496094,248706.11767578125,138525.70959472656,184086.572265625,168456.8321533203
PEo (40:2),69966.14489746094,66417.76470947266,60677.16418457031,67510.46453857422,66016.34460449219,52476.243591308594
PEo (40:3),112520.40759277344,102256.50775146484,100322.36764526369,86792.24627685547,91460.64599609376,83173.08697509766
PEo (40:4),81118.4453125,96803.80651855467,85884.02709960938,83108.26611328125,88600.82556152344,74809.42590332031
PEo (40:5),116743.58850097656,149097.48992919922,140389.28930664062,117247.36853027344,133913.3706665039,126644.58758544922
PEo (40:6),614852.5393066406,692385.1274414062,833936.813293457,696891.048034668,744172.624206543,915760.4580078124
PEo (42:0),55635.0439453125,64105.504455566406,51507.26419067383,55479.86444091797,52564.54321289063,49422.96319580078
PEo (42:2),89784.94592285156,87104.44519042969,91116.3462524414,75606.66552734375,84695.5267944336,71045.50473022461
PEo (42:4),181655.37341308597,190498.37701416016,178411.17449951172,173177.73260498047,183715.63067626956,159237.07025146484
PEo (42:6),126248.02783203124,139468.56970214844,107876.20764160156,116180.30737304688,126355.46850585938,96166.12683105467
PEp (16:0),215155.05310058597,247365.79345703125,253359.15576171875,195959.39208984372,291089.1568603516,287053.1764831543
PEp (20:0),48199.982666015625,56083.26397705078,38722.58270263672,46593.84262084961,48702.183349609375,36167.74230957031
PEp (28:0),36952.422760009766,44932.22314453125,35256.82297515869,40877.34255981445,37010.34226989746,30993.082244873047
PEp (30:0),45755.0036315918,52444.68399047852,42135.32308959961,55972.22445678711,54301.42367553711,41634.782791137695
PEp (30:1),47501.34332275391,54120.782958984375,45457.32299804688,50216.50343322754,51592.46270751953,40989.96270751953
PEp (32:1),68658.26602172852,59229.42378234863,55012.34359741211,50688.26373291016,57231.72506713867,44509.00297546387
PEp (34:4),47205.643463134766,45382.743255615234,37385.60256958008,96842.3468017578,47819.54357910156,36713.9026184082
PEp (36:5),80397.70574951172,81396.98614501953,68607.3645324707,83364.22537231445,77771.56591796875,62044.94409179688
PEp (36:6),125313.6089477539,180956.63311767575,153616.70956420898,101786.82678222656,132254.11010742188,135084.10815429688
PEp (40:7),99151.94757080078,144619.43029785156,112584.58807373048,101436.18731689452,98863.16638183594,92707.8070678711
PEp (42:0),55436.10409545898,64396.22424316406,52356.924072265625,60157.264221191406,58954.06396484375,46848.94338989258
PEp (42:4),55114.82373046875,59375.62438964844,50245.883361816406,57545.80401611328,56590.48394775391,42876.923095703125
PG (14:0),92057.68649291992,80660.38568115234,96692.30676269533,68061.12414550781,74897.12478637695,81876.34524536133
PG (18:4),70045.68469238281,77322.94515991211,57985.8836517334,64971.145568847656,68346.7253112793,46882.50357055664
PG (20:0),75892.68557739258,69056.58480834961,68136.02557373047,72324.30554199219,67316.46496582031,61052.98402404785
PG (22:2),83179.98571777344,74684.48416137695,59362.9833984375,67621.58457946777,70750.0046081543,55425.52375793457
