Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
PE (21:0),50758.46270751953,55520.3440246582,34050.74247741699,66939.78466796875,54074.68392944336,41492.24278259277
PE (22:0),84540.20547485352,89478.14669799805,64976.40423583984,97243.7667541504,86593.72424316406,95294.826171875
PE (22:1),50594.06442260742,57563.38436889648,30377.70227050781,42943.62309265137,44281.82321166992,35150.7420501709
PE (22:2),54397.364654541016,53207.5432434082,44542.88301086426,59091.943115234375,54639.383361816406,43848.58335876465
PE (22:4),68959.14434814453,89585.98571777344,42645.4430847168,81566.86633300781,90041.14682006836,77859.36608886719
PE (22:6),111140.86987304688,319153.9258422852,68521.82461547852,185382.71411132807,286685.2371826172,228603.2176513672
PE (24:0),41494.10330200195,50166.40313720703,29350.78227996826,43682.74295043945,47011.8235168457,39657.622955322266
PE (26:0),108794.40975952148,107603.26760864258,85950.72802734375,102250.0480041504,102479.26773071288,90652.58596801758
PE (26:1),114405.24755859376,124908.92846679688,104153.94787597656,114092.00830078124,116429.5284423828,106477.78747558594
PE (28:0),46461.10301208496,55832.76373291016,38041.66352844238,47399.24353027344,54577.263916015625,37197.56253051758
PE (28:1),44847.8432006836,47044.22302246094,36383.58251953125,42022.8828125,44667.483642578125,36677.30233764648
PE (28:2),127293.3486328125,134356.74877929688,124148.0478515625,131533.51000976562,139715.01049804688,117034.18994140624
PE (30:0),77998.84545898438,81474.98608398438,69708.2646484375,83967.88562011719,91275.20666503906,67820.20471191406
PE (30:1),64672.32440185547,50875.40286254883,56101.74407958984,91577.96685791016,54101.08386230469,50869.00341796875
PE (30:2),47514.12353515625,45942.26318359375,37625.68290710449,47098.9033203125,51479.28369140625,40668.88250732422
PE (30:3),49586.82400512695,48460.54321289063,42475.9227142334,58273.96307373047,54835.063415527344,40085.26266479492
PE (30:4),46059.983169555664,42279.78269958496,37522.182678222656,51100.60339355469,44105.40307617188,34649.60223388672
PE (32:0),238898.05535888672,253977.5993041992,177779.63500976562,218742.9595336914,256683.47790527344,166001.01239013672
PE (32:1),49765.9030456543,59363.32473754883,41444.0428314209,51087.24368286133,55252.40426635742,47707.06365966797
PE (32:2),78673.74548339844,82317.96475219727,64972.04431152344,79047.24588012695,79976.52563476562,78920.48678588867
PE (32:3),164598.79232788086,169432.2335510254,152572.09169006348,139020.3292236328,166798.53131103516,160632.61221313477
PE (32:4),84777.94641113281,70591.56460571289,60736.12438964844,106436.44775390624,74772.28591918945,65055.44409179688
PE (32:5),64017.52453613281,66639.38494873047,52464.384033203125,64396.98461914063,62990.60443115234,54692.684143066406
PE (34:1),137438.52880859375,654004.5463867188,84888.52676391602,154230.693359375,242169.9748535156,244517.97619628903
PE (34:2),68071.52478027344,121064.40872192384,51479.743713378906,67467.1044921875,75603.24560546875,69868.2458190918
PE (34:3),56319.06454467773,62887.803955078125,45106.10330200195,50764.58346557617,59615.02346801758,47756.18338012695
PE (34:4),48724.36389160156,49353.80372619629,34664.642822265625,48044.86331176758,50860.0033569336,40208.74313354492
PE (34:5),105582.5466003418,98256.60763549805,82993.12585449219,84947.0259399414,107643.1879272461,75418.52438354492
PE (34:6),63483.78427124024,64146.904846191406,50281.12350463867,56699.82434082031,60115.024658203125,49331.30387878418
PE (36:0),95463.0068359375,273685.3167114258,69495.06494140625,118246.54736328124,176698.75421142578,149607.1118774414
PE (36:1),187309.4917602539,851396.3930664062,105445.5679321289,218164.35205078125,328929.4031982422,297385.28314208984
PE (36:3),83766.0659790039,156197.19140625,63962.1044921875,80088.82482910156,95504.64611816406,101700.72857666016
PE (36:4),114540.52801513672,365245.6709594727,83470.56671142578,152470.03186035156,241550.47564697263,219764.837890625
PE (36:5),64715.42462158203,84528.3669128418,51848.18365478516,61410.48400878906,68776.26470947266,60447.3039855957
PE (36:6),62251.14422607422,56492.50439453125,50166.76348876953,58793.9638671875,67271.98522949219,53454.98352050781
PE (36:7),49935.383850097656,59919.26373291016,43055.903259277344,46432.063385009766,55251.98394775391,46287.52349853516
PE (36:8),91969.74658203124,157611.10986328125,65168.30490112305,80920.4859008789,89937.98669433594,75941.78555297852
PE (38:0),121305.048828125,449594.1297607422,87071.92608642578,129761.2289428711,242607.4946899414,209017.13568115237
PE (38:0)_2,114963.80786132812,447756.81506347656,83256.54577636719,129204.46966552734,237365.8583984375,197329.95361328125
PE (38:1),101910.9873046875,239203.79327392575,70142.10552978516,92108.32611083984,143178.7108154297,113219.34753417967
PE (38:2),99290.76763916016,192592.7349853516,74489.80529785156,82006.00598144531,97908.30755615234,88503.38665771484
PE (38:3),108457.54663085938,333156.1867675781,72164.18557739258,141843.2300415039,225172.31842041016,224891.23858642575
PE (38:5),174746.8935546875,858360.7888183594,119646.28930664062,247667.33850097656,351137.78326416016,341453.66387939453
PE (38:6),233563.43658447263,1437822.1901245115,160454.07318115234,394748.89349365234,812677.4947509766,737133.0584106445
PE (38:7),383183.8858642578,504993.1951293945,341919.59704589844,448657.7229614258,428626.08984375,534994.2560424805
PE (38:8),94740.02709960938,120944.68884277344,73645.0053100586,86028.88543701172,99728.26611328124,75118.48553466797
PE (38:9),98424.28686523438,180632.7131958008,72857.26470947266,87587.40612792969,90469.0062866211,78527.345703125
PE (40:0) | PEp (42:6),863101.220703125,964731.7416992188,663404.1649780273,773127.8358154297,866622.1533203125,613230.7310180664
PE (40:0) | PEp (42:6)_2,797074.9273071289,858877.0134277344,617011.5448608398,724214.4650878906,777254.9626464844,588412.1475830078
PE (40:1),61487.02392578125,68683.30505371094,48835.92352294922,58242.06384277344,65968.48486328125,50532.14340209961
PE (40:10),97956.90563964844,126089.22839355467,77328.0249633789,140631.26953125,121859.42785644533,120207.80688476562
PE (40:2),86219.96612548828,108429.28631591795,72162.66500854492,94437.1671142578,115422.14947509766,95128.44677734376
PE (40:3),78717.74517822266,108042.64752197266,62405.58441162109,78103.80596923828,92991.6860961914,82066.52612304688
PE (40:4),110226.62866210938,332717.4022216797,83945.50610351562,166557.65283203125,287013.3419189453,274893.4588623047
PE (40:5),144000.5712890625,651135.5468139648,90821.50653076172,197005.73321533203,348541.12451171875,335866.7429199219
PE (40:7),139402.1300048828,614036.2987060547,107290.46813964844,170593.48974609375,289568.5792236328,262864.318359375
PE (40:8),85945.04669189453,104878.2465209961,68019.6650390625,99558.12707519533,94253.70654296876,85259.0658569336
PE (40:9),74013.38586425781,85176.16693115234,54157.583984375,75348.4458618164,72730.40496826172,64214.04498291016
PE (42:0),52299.70397949219,57476.564361572266,43689.50329589844,56539.02423095703,58189.08471679688,46664.32345581055
PE (42:1),68985.80444335938,69604.48449707031,55162.52340698242,78242.1460571289,78728.10552978516,78220.14559936523
PE (42:10),96527.12731933594,121995.2875366211,67637.30456542969,103207.06707763672,107352.72802734376,86554.72564697266
PE (42:11),346425.1836547852,371354.4998779297,259050.5936279297,282842.1987915039,295777.7412109375,267561.0255432129
PE (42:2),94122.12670898438,98979.3677368164,70512.68420410156,111901.90783691406,105577.4678955078,93198.76635742188
PE (42:2)_2,94317.62545776369,93337.76666259766,65895.40441894531,117095.98803710938,97625.7275390625,89923.90692138672
PE (42:3),87602.2855834961,91978.88610839844,63840.405334472656,97899.6870727539,91917.58520507812,75507.82537841797
PE (42:4),48776.92330932617,58308.34399414063,41187.403259277344,52811.263671875,56289.50415039063,47593.28329467773
PE (42:5),49398.16339111328,54551.12384033203,40978.2829284668,56801.82391357422,58653.56433105469,47999.62310791016
PE (42:6),55790.16436767578,65449.26452636719,47494.70294189453,58609.404541015625,63437.14434814453,46240.80352783203
PE (42:7),63867.28466796875,82184.80624389648,48166.0634765625,60102.903869628906,68533.22448730469,52911.42449951172
PE (42:9),91867.96673583984,108861.44927978516,72533.46478271484,104353.62713623048,102575.92584228516,103216.32818603516
PE (44:0),37056.042892456055,36795.54278564453,28603.60186767578,38184.34267425537,37649.022857666016,32886.68236541748
PE (44:1),38907.14303588867,36787.502197265625,29939.20211791992,39070.18296813965,35791.882694244385,34547.242362976074
PE (44:12),53650.88342285156,133113.7494506836,43609.44305419922,50180.663330078125,57951.02404785156,47060.00326538086
PE (44:2),40639.28302001953,39750.262939453125,30884.78219604492,38098.58279418945,39984.50280761719,35298.3625793457
PE (44:3),42172.84289550781,41325.72317504883,34986.90252685547,42581.84326171875,41059.40252685547,36489.08267211914
PE (44:4),39628.24285888672,38772.32263183594,32854.6423034668,45224.743225097656,39325.94268798828,36044.36260986328
PE (44:5),49110.32339477539,44953.18322753906,33331.282318115234,46622.98309326172,46198.68353271485,37450.72268676758
PE (44:6),48718.10363769531,48154.60357666016,39028.502990722656,49749.34399414063,48166.52359008789,44181.28326416016
PE (44:7),53625.52325439453,46385.583251953125,41015.963134765625,52070.884216308594,50861.74337768555,41794.54318237305
PE (44:8),47270.56289672852,45291.96304321289,37866.70251464844,46730.22341918945,48981.68371582031,41565.38272094727
PE (46:1),35952.602935791016,35078.12237548828,30622.002151489258,37066.88287353516,35373.66261291504,31517.34250640869
PE (52:4),23377.76155090332,26356.641815185547,19531.88136291504,28129.282012939453,26462.541931152344,24697.781524658203
PEo (18:0),75903.28526306152,69617.58444213867,70900.70501708984,76938.20446777344,64030.94467163086,78885.4856262207
PEo (18:1),145145.56640625,105032.86602783205,136572.67150878906,177609.5901184082,124362.16766357422,178808.41259765625
PEo (20:0),35662.482177734375,62488.6442565918,27152.581939697266,37509.24255371094,37430.22286987305,31773.202377319336
PEo (28:0),56641.904205322266,61203.54501342773,46655.303771972656,53408.403411865234,59609.32391357422,50720.42398071289
PEo (30:0),488390.36541748047,510806.88150024414,440954.44958496094,639415.3953552246,553249.5683288574,667432.3133239746
PEo (32:1),65783.625,73124.98541259766,68925.06433105469,70100.7446899414,78035.60656738281,66772.3441772461
PEo (32:5),50271.22326660156,48045.22314453125,43034.68295288086,52718.44302368164,51982.12289428711,43282.22328186035
PEo (34:0),59016.82403564453,72418.28576660156,47907.243255615234,59802.00408935547,64632.28378295898,55802.82400512695
PEo (34:1),70884.02517700195,136385.93057250977,54739.92367553711,64402.364654541016,79426.98486328125,69444.18453979492
PEo (34:2),96710.9457397461,166934.23114013672,68667.42346191406,97502.56817626952,97252.3070678711,92902.66607666016
PEo (34:3),55066.62350463867,53616.88360595703,41877.46267700195,71678.52508544922,52152.243591308594,46889.40328979492
PEo (34:4),54336.42413330078,50662.92333984375,42188.76245117188,51438.76336669922,53120.68350219727,45029.86306762695
PEo (36:0),48901.46350097656,55163.123931884766,42337.28341674805,46337.083099365234,49936.48355102539,43298.44290161133
PEo (36:1),83005.94543457031,151652.42962646484,62138.86447143555,71407.46466064453,76528.62591552734,70667.42611694336
PEo (36:2),98983.92877197266,258222.91870117188,67078.62475585938,76567.8442993164,92981.86694335938,75222.6254272461
PEo (36:3),97892.88729858398,295060.06341552734,67448.92413330078,74189.62512207031,104341.9266052246,81331.86529541016
PEo (36:4),71083.14462280273,97940.46701049805,49375.0837097168,67878.16467285156,86054.42559814453,69081.6244506836
PEo (36:5),57050.98428344727,86392.96536254883,41945.702545166016,59866.76412963867,69164.98526000977,60921.40365600586
PEo (38:0),282501.4990234375,366532.5550842285,232319.2980041504,332766.72637939453,343708.8399658203,397464.12353515625
PEo (38:1),83345.66485595703,109614.48803710938,66710.58428955078,85216.22662353516,91455.66723632812,72497.42517089844
PEo (38:2),91453.88647460938,168619.87274169922,71691.46447753906,79928.90563964844,83461.92602539062,73385.28485107422
PEo (38:3),78785.00592041016,177120.63061523438,54568.984130859375,69430.30529785156,76780.00610351562,62912.66436767578
PEo (38:4),94988.18768310548,168340.99017333984,64629.545166015625,92418.24658203124,129701.30682373048,112231.58654785156
PEo (38:5),79761.42492675781,212039.99346923828,61407.70477294922,91941.32635498048,141368.2294921875,129745.5485534668
PEo (38:6),74958.54559326172,248703.6954345703,55545.88357543945,98562.04724121094,173657.81365966797,142710.3310546875
PEo (40:0),128338.06872558594,588777.3201904297,106308.94775390624,164939.2127685547,272763.0583496094,248706.11767578125
PEo (40:2),68232.74450683594,76756.74517822266,53565.60317993164,69966.14489746094,66417.76470947266,60677.16418457031
PEo (40:3),91795.7860107422,102526.66766357422,72671.76483154297,112520.40759277344,102256.50775146484,100322.36764526369
PEo (40:4),83218.2060546875,108345.68731689452,63829.24487304688,81118.4453125,96803.80651855467,85884.02709960938
PEo (40:5),115580.6484375,187761.3331298828,102850.48681640624,116743.58850097656,149097.48992919922,140389.28930664062
PEo (40:6),645075.6004638672,866598.7687988281,740734.1182861328,614852.5393066406,692385.1274414062,833936.813293457
PEo (42:0),59635.82446289063,82816.18579101562,46051.42303466797,55635.0439453125,64105.504455566406,51507.26419067383
PEo (42:2),77340.82586669922,89179.30651855469,62895.96405029297,89784.94592285156,87104.44519042969,91116.3462524414
PEo (42:4),217563.8895263672,236135.6148681641,170406.89443969727,181655.37341308597,190498.37701416016,178411.17449951172
PEo (42:6),133991.19073486328,144288.47137451172,101886.68682861328,126248.02783203124,139468.56970214844,107876.20764160156
PEp (16:0),218027.9162597656,215946.91772460935,208405.52154541016,215155.05310058597,247365.79345703125,253359.15576171875
PEp (20:0),49470.26336669922,134447.83166503906,36138.982177734375,48199.982666015625,56083.26397705078,38722.58270263672
PEp (28:0),41585.7028503418,42774.98333740234,36068.22294616699,36952.422760009766,44932.22314453125,35256.82297515869
PEp (30:0),56969.0442199707,54427.48361206055,40255.84310913086,45755.0036315918,52444.68399047852,42135.32308959961
PEp (30:1),57122.4638671875,52576.163330078125,44788.42304992676,47501.34332275391,54120.782958984375,45457.32299804688
PEp (32:1),61122.265228271484,62373.74432373047,48866.744049072266,68658.26602172852,59229.42378234863,55012.34359741211
PEp (34:4),45233.62292480469,43831.18316650391,35003.10241699219,47205.643463134766,45382.743255615234,37385.60256958008
PEp (36:5),80293.84442138672,84054.22778320312,66707.84423828125,80397.70574951172,81396.98614501953,68607.3645324707
PEp (36:6),100598.68786621094,265607.1188964844,67035.98498535156,125313.6089477539,180956.63311767575,153616.70956420898
PEp (40:7),99816.4877319336,243495.5977783203,75163.90502929688,99151.94757080078,144619.43029785156,112584.58807373048
PEp (42:0),54849.884033203125,72698.14526367188,40817.48294067383,55436.10409545898,64396.22424316406,52356.924072265625
PEp (42:4),54715.52392578125,58536.8041381836,46484.64331054688,55114.82373046875,59375.62438964844,50245.883361816406
PG (14:0),81406.42565917969,85270.1664428711,74774.2053527832,92057.68649291992,80660.38568115234,96692.30676269533
PG (18:4),68166.82501220703,133642.3088684082,52266.56396484375,70045.68469238281,77322.94515991211,57985.8836517334
PG (20:0),68104.00454711914,76911.9860534668,64693.844635009766,75892.68557739258,69056.58480834961,68136.02557373047
PG (22:2),59902.20343017578,78837.18505859375,56305.304122924805,83179.98571777344,74684.48416137695,59362.9833984375
PG (24:0),77775.76486206055,82647.32623291016,86036.22525024414,90739.64486694336,80734.3063659668,101787.96563720705
PG (24:1),114214.46850585938,114920.20776367188,108279.60729980467,103270.78771972656,107933.9874267578,110757.42749023438
PG (26:0),63143.02520751953,69749.00427246094,58003.50442504883,62452.3642578125,62535.40435791016,59004.04357910156
PG (28:0),891997.2149658203,828588.7037353516,1013840.1146850586,818957.7813720703,891870.2127685547,904993.8998413086
PG (28:1),68491.84460449219,74913.38555908203,57968.74407958984,71089.1244506836,74185.76556396484,69193.70495605469
PG (28:2),57340.04409790039,84554.66744995117,45218.58349609375,49840.40347290039,54123.06405639648,51616.563537597656
PG (30:0),74066.08599853516,90102.5264892578,74679.70458984375,83002.36596679688,83474.96557617188,78109.96606445312
